"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9","microRNA 10","microRNA 11"
"PTGR2","0.0259","0.488","0.286","4","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","",""
"SLC10A7","0.0259","0.488","0.286","4","hsa-miR-3180","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","",""
"SRD5A3","0.0268","0.488","0.219","3","hsa-miR-1233-5p","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","",""
"TFAP2B","0.0268","0.488","0.219","3","hsa-miR-128-1-5p","hsa-miR-4276","hsa-miR-8073","","","","","","","",""
"VPS72","0.0267","0.488","0.130","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"ASB6","0.0275","0.497","0.346","5","hsa-miR-4648","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-1233-5p","","","","","",""
"APTX","0.0287","0.501","0.225","3","hsa-miR-1343-3p","hsa-miR-4419b","hsa-miR-1307-3p","","","","","","","",""
"CASZ1","0.0287","0.501","0.225","3","hsa-miR-4706","hsa-miR-3184-5p","hsa-miR-6784-5p","","","","","","","",""
"MIOX","0.0287","0.501","0.225","3","hsa-miR-4648","hsa-miR-92a-2-5p","hsa-miR-6131","","","","","","","",""
"SPRY4","0.0287","0.501","0.395","6","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-3184-5p","hsa-miR-1233-5p","hsa-miR-6746-5p","hsa-miR-92a-2-5p","","","","",""
"UBE2Q1","0.0285","0.501","0.294","4","hsa-miR-6802-5p","hsa-miR-1238-5p","hsa-miR-4648","hsa-miR-4481","","","","","","",""
"ZBTB22","0.0287","0.501","0.225","3","hsa-miR-1233-5p","hsa-miR-92a-2-5p","hsa-miR-1228-5p","","","","","","","",""
"EGFLAM","0.0302","0.515","0.139","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"HEMK1","0.0302","0.515","0.139","2","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","","","","","",""
"MGAM","0.0302","0.515","0.139","2","hsa-miR-1203","hsa-miR-4419b","","","","","","","","",""
"SNRPA1","0.0302","0.515","0.139","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"AHDC1","0.0307","0.515","0.231","3","hsa-miR-1233-5p","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","","","","",""
"KDELC2","0.0307","0.515","0.231","3","hsa-miR-3180","hsa-miR-663a","hsa-miR-6787-5p","","","","","","","",""
"SUSD6","0.0307","0.515","0.231","3","hsa-miR-1233-5p","hsa-miR-1343-3p","hsa-miR-4648","","","","","","","",""
"GTF3C6","0.0313","0.518","0.303","4","hsa-miR-8073","hsa-miR-6746-5p","hsa-miR-4419b","hsa-miR-6869-5p","","","","","","",""
"SENP2","0.0313","0.518","0.303","4","hsa-miR-4481","hsa-miR-4706","hsa-miR-4734","hsa-miR-92a-2-5p","","","","","","",""
"SLC43A2","0.0313","0.518","0.303","4","hsa-miR-4258","hsa-miR-4532","hsa-miR-1307-3p","hsa-miR-1343-3p","","","","","","",""
"KIAA1614","0.0327","0.537","0.237","3","hsa-miR-4532","hsa-miR-1307-3p","hsa-miR-4787-3p","","","","","","","",""
"CDC45","0.0343","0.538","0.0346","1","hsa-miR-575","","","","","","","","","",""
"ENG","0.0338","0.538","0.147","2","hsa-miR-1228-5p","hsa-miR-3180","","","","","","","","",""
"FOSB","0.0343","0.538","0.0346","1","hsa-miR-663a","","","","","","","","","",""
"GPRC5B","0.0348","0.538","0.242","3","hsa-miR-1233-5p","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","",""
"NRG1","0.0343","0.538","0.0346","1","hsa-miR-125a-3p","","","","","","","","","",""
"SLC9A3","0.0338","0.538","0.147","2","hsa-miR-1228-5p","hsa-miR-4706","","","","","","","","",""
"STRN4","0.0338","0.538","0.147","2","hsa-miR-3184-5p","hsa-miR-6784-5p","","","","","","","","",""
"TNRC18P2","0.0348","0.538","0.242","3","hsa-miR-1343-3p","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","","","","",""
"TULP3","0.0338","0.538","0.147","2","hsa-miR-6088","hsa-miR-92a-2-5p","","","","","","","","",""
"VPS36","0.0338","0.538","0.147","2","hsa-miR-125a-3p","hsa-miR-575","","","","","","","","",""
"XPO6","0.0348","0.538","0.242","3","hsa-miR-3180","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","",""
"ZSCAN9","0.0343","0.538","0.0346","1","hsa-miR-8069","","","","","","","","","",""
"MNT","0.0355","0.543","0.371","5","hsa-miR-3184-5p","hsa-miR-92b-5p","hsa-miR-92a-2-5p","hsa-miR-663a","hsa-miR-6787-5p","","","","","",""
"YIPF4","0.0354","0.543","0.453","7","hsa-miR-6857-5p","hsa-miR-5572","hsa-miR-8073","hsa-miR-4732-5p","hsa-miR-6131","hsa-miR-92a-2-5p","hsa-miR-4419b","","","",""
"CYP2B6","0.0370","0.546","0.248","3","hsa-miR-7110-5p","hsa-miR-4787-5p","hsa-miR-4532","","","","","","","",""
"ERAP2","0.0376","0.546","0.156","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"HDAC7","0.0376","0.546","0.156","2","hsa-miR-1203","hsa-miR-575","","","","","","","","",""
"HIST1H2BB","0.0376","0.546","0.156","2","hsa-miR-3940-5p","hsa-miR-6802-5p","","","","","","","","",""
"NKX2-5","0.0376","0.546","0.156","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"NMUR1","0.0376","0.546","0.156","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"RPS6KA4","0.0374","0.546","0.320","4","hsa-miR-3184-5p","hsa-miR-4481","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","","","",""
"SLC35D2","0.0376","0.546","0.156","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"VASP","0.0370","0.546","0.248","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-575","","","","","","","",""
"ZNF764","0.0376","0.546","0.156","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"ZNF843","0.0376","0.546","0.156","2","hsa-miR-6746-5p","hsa-miR-4532","","","","","","","","",""
"C22orf39","0.0392","0.561","0.254","3","hsa-miR-6131","hsa-miR-125a-3p","hsa-miR-3184-5p","","","","","","","",""
"HOXB6","0.0390","0.561","0.325","4","hsa-miR-1233-5p","hsa-miR-5572","hsa-miR-6857-5p","hsa-miR-7110-5p","","","","","","",""
"ZC3H7B","0.0390","0.561","0.325","4","hsa-miR-1238-5p","hsa-miR-125a-3p","hsa-miR-4481","hsa-miR-7110-5p","","","","","","",""
"BAIAP2L1","0.0416","0.566","0.164","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"FXN","0.0407","0.566","0.384","5","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1307-3p","hsa-miR-6131","hsa-miR-125a-3p","","","","","",""
"HRNR","0.0415","0.566","0.260","3","hsa-miR-8069","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","",""
"KCNE3","0.0416","0.566","0.164","2","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","","","","","",""
"SLC15A1","0.0416","0.566","0.164","2","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","","","",""
"SLITRK5","0.0416","0.566","0.164","2","hsa-miR-3180","hsa-miR-3184-5p","","","","","","","","",""
"SPSB1","0.0415","0.566","0.260","3","hsa-miR-1233-5p","hsa-miR-4787-5p","hsa-miR-7110-5p","","","","","","","",""
"TMIGD2","0.0416","0.566","0.164","2","hsa-miR-6131","hsa-miR-1307-3p","","","","","","","","",""
"TRPM7","0.0407","0.566","0.329","4","hsa-miR-3940-5p","hsa-miR-6746-5p","hsa-miR-4419b","hsa-miR-6131","","","","","","",""
"TULP1","0.0416","0.566","0.164","2","hsa-miR-3180","hsa-miR-4706","","","","","","","","",""
"WFIKKN2","0.0416","0.566","0.164","2","hsa-miR-128-1-5p","hsa-miR-3184-5p","","","","","","","","",""
"MRI1","0.0424","0.574","0.333","4","hsa-miR-4730","hsa-miR-1307-3p","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","",""
"AKR1D1","0.0457","0.581","0.173","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"C1orf43","0.0457","0.581","0.173","2","hsa-miR-8073","hsa-miR-125a-3p","","","","","","","","",""
"HLX","0.0457","0.581","0.173","2","hsa-miR-5572","hsa-miR-6857-5p","","","","","","","","",""
"LAD1","0.0457","0.581","0.173","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"LRRTM2","0.0457","0.581","0.173","2","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","","",""
"LSP1","0.0457","0.581","0.173","2","hsa-miR-575","hsa-miR-3180","","","","","","","","",""
"MAFK","0.0434","0.581","0.391","5","hsa-miR-4258","hsa-miR-4706","hsa-miR-4734","hsa-miR-663a","hsa-miR-6787-5p","","","","","",""
"NKX2-2","0.0457","0.581","0.173","2","hsa-miR-92a-2-5p","hsa-miR-128-1-5p","","","","","","","","",""
"NOTO","0.0457","0.581","0.173","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"RPS28","0.0457","0.581","0.173","2","hsa-miR-1307-3p","hsa-miR-4730","","","","","","","","",""
"SGSM2","0.0439","0.581","0.265","3","hsa-miR-4419b","hsa-miR-4532","hsa-miR-7110-5p","","","","","","","",""
"TOLLIP","0.0457","0.581","0.173","2","hsa-miR-1203","hsa-miR-6805-5p","","","","","","","","",""
"TRIM29","0.0457","0.581","0.173","2","hsa-miR-1228-5p","hsa-miR-6746-5p","","","","","","","","",""
"ZKSCAN1","0.0439","0.581","0.265","3","hsa-miR-6869-5p","hsa-miR-6802-5p","hsa-miR-125a-3p","","","","","","","",""
"ZMIZ1","0.0439","0.581","0.265","3","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-8069","","","","","","","",""
"ABHD12","0.0463","0.582","0.271","3","hsa-miR-4532","hsa-miR-4706","hsa-miR-6802-5p","","","","","","","",""
"LSG1","0.0463","0.582","0.271","3","hsa-miR-1233-5p","hsa-miR-1228-5p","hsa-miR-575","","","","","","","",""
"MARVELD1","0.0463","0.582","0.271","3","hsa-miR-3180","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","",""
"ABHD17B","0.0488","0.602","0.277","3","hsa-miR-4276","hsa-miR-4532","hsa-miR-4419b","","","","","","","",""
"BLOC1S3","0.0514","0.602","0.283","3","hsa-miR-6746-5p","hsa-miR-4419b","hsa-miR-575","","","","","","","",""
"CIAPIN1","0.0514","0.602","0.283","3","hsa-miR-6857-5p","hsa-miR-6805-5p","hsa-miR-1233-5p","","","","","","","",""
"FAM120AOS","0.0514","0.602","0.283","3","hsa-miR-6088","hsa-miR-4687-5p","hsa-miR-1307-3p","","","","","","","",""
"FIBCD1","0.0514","0.602","0.283","3","hsa-miR-92a-2-5p","hsa-miR-92b-5p","hsa-miR-5572","","","","","","","",""
"ICAM3","0.0511","0.602","0.0519","1","hsa-miR-4258","","","","","","","","","",""
"KCNN3","0.0515","0.602","0.355","4","hsa-miR-92a-2-5p","hsa-miR-6857-5p","hsa-miR-6131","hsa-miR-125a-3p","","","","","","",""
"MYO3A","0.0500","0.602","0.182","2","hsa-miR-4276","hsa-miR-6131","","","","","","","","",""
"OTUD6A","0.0500","0.602","0.182","2","hsa-miR-4732-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"PAK1IP1","0.0500","0.602","0.182","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"PRX","0.0488","0.602","0.277","3","hsa-miR-1343-3p","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","",""
"RAI1","0.0514","0.602","0.283","3","hsa-miR-128-1-5p","hsa-miR-4532","hsa-miR-6784-5p","","","","","","","",""
"RGS5","0.0514","0.602","0.283","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","","",""
"SCIN","0.0488","0.602","0.277","3","hsa-miR-4734","hsa-miR-5572","hsa-miR-6857-5p","","","","","","","",""
"SH3BGRL3","0.0500","0.602","0.182","2","hsa-miR-4706","hsa-miR-4734","","","","","","","","",""
"SNRPA","0.0511","0.602","0.0519","1","hsa-miR-1307-3p","","","","","","","","","",""
"THBS2","0.0496","0.602","0.351","4","hsa-miR-5572","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1307-3p","","","","","","",""
"TMPPE","0.0515","0.602","0.355","4","hsa-miR-6869-5p","hsa-miR-8069","hsa-miR-1343-3p","hsa-miR-4258","","","","","","",""
"CASP16P","0.0534","0.618","0.359","4","hsa-miR-4648","hsa-miR-3180","hsa-miR-6784-5p","hsa-miR-4419b","","","","","","",""
"CDH6","0.0540","0.618","0.289","3","hsa-miR-1233-5p","hsa-miR-92a-2-5p","hsa-miR-125a-3p","","","","","","","",""
"GSTO1","0.0544","0.618","0.190","2","hsa-miR-5572","hsa-miR-7110-5p","","","","","","","","",""
"MAP2K3","0.0540","0.618","0.289","3","hsa-miR-128-1-5p","hsa-miR-4481","hsa-miR-92a-2-5p","","","","","","","",""
"MAPK8IP2","0.0544","0.618","0.190","2","hsa-miR-92a-2-5p","hsa-miR-3180","","","","","","","","",""
"NPHP1","0.0544","0.618","0.190","2","hsa-miR-125a-3p","hsa-miR-6131","","","","","","","","",""
"PBOV1","0.0544","0.618","0.190","2","hsa-miR-6131","hsa-miR-125a-3p","","","","","","","","",""
"RIOK3","0.0544","0.618","0.190","2","hsa-miR-1343-3p","hsa-miR-3940-5p","","","","","","","","",""
"PKM","0.0549","0.622","0.462","6","hsa-miR-1238-5p","hsa-miR-4481","hsa-miR-4648","hsa-miR-4675","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","",""
"ABCC5","0.0595","0.632","0.300","3","hsa-miR-3184-5p","hsa-miR-4675","hsa-miR-6805-5p","","","","","","","",""
"ARHGEF18","0.0589","0.632","0.199","2","hsa-miR-1469","hsa-miR-4675","","","","","","","","",""
"DNAH17","0.0567","0.632","0.294","3","hsa-miR-8073","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","",""
"FAM43A","0.0589","0.632","0.199","2","hsa-miR-3180","hsa-miR-128-1-5p","","","","","","","","",""
"JADE2","0.0595","0.632","0.300","3","hsa-miR-663a","hsa-miR-6787-5p","hsa-miR-575","","","","","","","",""
"MALL","0.0589","0.632","0.199","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"NMNAT2","0.0567","0.632","0.294","3","hsa-miR-5572","hsa-miR-6805-5p","hsa-miR-7110-5p","","","","","","","",""
"PACS2","0.0595","0.632","0.300","3","hsa-miR-125a-3p","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","",""
"PRSS22","0.0589","0.632","0.199","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"RICTOR","0.0595","0.632","0.300","3","hsa-miR-92a-2-5p","hsa-miR-7110-5p","hsa-miR-8069","","","","","","","",""
"SLC25A53","0.0589","0.632","0.199","2","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","","","",""
"SLC2A4RG","0.0589","0.632","0.199","2","hsa-miR-663a","hsa-miR-6787-5p","","","","","","","","",""
"SLC2A5","0.0567","0.632","0.294","3","hsa-miR-4419b","hsa-miR-6802-5p","hsa-miR-3184-5p","","","","","","","",""
"SMYD5","0.0589","0.632","0.199","2","hsa-miR-125a-3p","hsa-miR-128-1-5p","","","","","","","","",""
"TEX261","0.0595","0.632","0.372","4","hsa-miR-7110-5p","hsa-miR-6746-5p","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","","","",""
"TM6SF2","0.0589","0.632","0.199","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"TTC31","0.0589","0.632","0.199","2","hsa-miR-125a-3p","hsa-miR-6131","","","","","","","","",""
"VPS51","0.0589","0.632","0.199","2","hsa-miR-3180","hsa-miR-4787-5p","","","","","","","","",""
"ANKRD45","0.0681","0.642","0.317","3","hsa-miR-7110-5p","hsa-miR-4706","hsa-miR-4787-5p","","","","","","","",""
"AP1S1","0.0652","0.642","0.312","3","hsa-miR-4276","hsa-miR-6805-5p","hsa-miR-7110-5p","","","","","","","",""
"BAG5","0.0684","0.642","0.216","2","hsa-miR-5572","hsa-miR-128-1-5p","","","","","","","","",""
"CAPN6","0.0684","0.642","0.216","2","hsa-miR-6802-5p","hsa-miR-4687-5p","","","","","","","","",""
"CENPBD1","0.0684","0.642","0.216","2","hsa-miR-1307-3p","hsa-miR-125a-3p","","","","","","","","",""
"CHTF8","0.0684","0.642","0.216","2","hsa-miR-6869-5p","hsa-miR-3184-5p","","","","","","","","",""
"COX5B","0.0675","0.642","0.0693","1","hsa-miR-6869-5p","","","","","","","","","",""
"CRISPLD2","0.0636","0.642","0.479","6","hsa-miR-1233-5p","hsa-miR-4419b","hsa-miR-6131","hsa-miR-4532","hsa-miR-1307-3p","hsa-miR-1203","","","","",""
"DDA1","0.0681","0.642","0.390","4","hsa-miR-92a-2-5p","hsa-miR-7110-5p","hsa-miR-4481","hsa-miR-6805-5p","","","","","","",""
"FAM131B","0.0684","0.642","0.216","2","hsa-miR-1233-5p","hsa-miR-125a-3p","","","","","","","","",""
"FAM212B","0.0681","0.642","0.317","3","hsa-miR-4706","hsa-miR-4734","hsa-miR-4532","","","","","","","",""
"FBXL8","0.0675","0.642","0.0693","1","hsa-miR-92b-5p","","","","","","","","","",""
"FLVCR1","0.0637","0.642","0.381","4","hsa-miR-6869-5p","hsa-miR-125a-3p","hsa-miR-6131","hsa-miR-6880-3p","","","","","","",""
"GNE","0.0681","0.642","0.317","3","hsa-miR-1307-3p","hsa-miR-125a-3p","hsa-miR-4419b","","","","","","","",""
"HJURP","0.0636","0.642","0.208","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"MID1IP1","0.0652","0.642","0.312","3","hsa-miR-92a-2-5p","hsa-miR-7110-5p","hsa-miR-92b-5p","","","","","","","",""
"MSANTD3","0.0623","0.642","0.306","3","hsa-miR-3184-5p","hsa-miR-1343-3p","hsa-miR-125a-3p","","","","","","","",""
"NIPA2","0.0636","0.642","0.208","2","hsa-miR-4481","hsa-miR-6857-5p","","","","","","","","",""
"PLOD3","0.0675","0.642","0.0693","1","hsa-miR-663a","","","","","","","","","",""
"PNMA8B","0.0623","0.642","0.306","3","hsa-miR-3184-5p","hsa-miR-125a-3p","hsa-miR-6784-5p","","","","","","","",""
"RHOXF2B","0.0636","0.642","0.208","2","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","","","","","",""
"RPS27","0.0636","0.642","0.208","2","hsa-miR-8069","hsa-miR-6088","","","","","","","","",""
"SHISA4","0.0675","0.642","0.0693","1","hsa-miR-4687-5p","","","","","","","","","",""
"SLC39A11","0.0652","0.642","0.312","3","hsa-miR-4675","hsa-miR-3180","hsa-miR-3184-5p","","","","","","","",""
"STX4","0.0681","0.642","0.390","4","hsa-miR-128-1-5p","hsa-miR-4787-5p","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","",""
"SUMO1","0.0623","0.642","0.433","5","hsa-miR-6857-5p","hsa-miR-4276","hsa-miR-4481","hsa-miR-92a-2-5p","hsa-miR-125a-3p","","","","","",""
"TERF2","0.0637","0.642","0.381","4","hsa-miR-125a-3p","hsa-miR-1228-5p","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","",""
"TMEM50A","0.0681","0.642","0.317","3","hsa-miR-92a-2-5p","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","",""
"TPM3","0.0651","0.642","0.482","6","hsa-miR-7110-5p","hsa-miR-4648","hsa-miR-6746-5p","hsa-miR-4419b","hsa-miR-3180","hsa-miR-4687-5p","","","","",""
"TRAF1","0.0681","0.642","0.390","4","hsa-miR-6131","hsa-miR-6746-5p","hsa-miR-4419b","hsa-miR-4276","","","","","","",""
"TRAF3","0.0636","0.642","0.208","2","hsa-miR-6746-5p","hsa-miR-6805-5p","","","","","","","","",""
"VSIG1","0.0636","0.642","0.208","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"WNK2","0.0636","0.642","0.208","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"ZCCHC3","0.0681","0.642","0.390","4","hsa-miR-3180","hsa-miR-4706","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"ZFP82","0.0684","0.642","0.216","2","hsa-miR-4532","hsa-miR-1307-3p","","","","","","","","",""
"ZNF416","0.0675","0.642","0.0693","1","hsa-miR-6880-3p","","","","","","","","","",""
"ZNF430","0.0636","0.642","0.208","2","hsa-miR-1307-3p","hsa-miR-125a-3p","","","","","","","","",""
"ZNF576","0.0636","0.642","0.208","2","hsa-miR-125a-3p","hsa-miR-6131","","","","","","","","",""
"FBXW8","0.0704","0.659","0.394","4","hsa-miR-4419b","hsa-miR-1343-3p","hsa-miR-4675","hsa-miR-6746-5p","","","","","","",""
"SESTD1","0.0712","0.662","0.323","3","hsa-miR-92a-2-5p","hsa-miR-7110-5p","hsa-miR-3180","","","","","","","",""
"SIT1","0.0712","0.662","0.323","3","hsa-miR-125a-3p","hsa-miR-1233-5p","hsa-miR-4481","","","","","","","",""
"TP53","0.0713","0.662","0.450","5","hsa-miR-92a-2-5p","hsa-miR-1233-5p","hsa-miR-7110-5p","hsa-miR-663a","hsa-miR-4276","","","","","",""
"AMFR","0.0733","0.664","0.225","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"ERCC6L","0.0733","0.664","0.225","2","hsa-miR-8073","hsa-miR-92b-5p","","","","","","","","",""
"GFER","0.0733","0.664","0.225","2","hsa-miR-92a-2-5p","hsa-miR-4258","","","","","","","","",""
"KLB","0.0733","0.664","0.225","2","hsa-miR-6131","hsa-miR-125a-3p","","","","","","","","",""
"ORAI2","0.0718","0.664","0.529","7","hsa-miR-6088","hsa-miR-92a-2-5p","hsa-miR-8069","hsa-miR-575","hsa-miR-6131","hsa-miR-4532","hsa-miR-1307-3p","","","",""
"PSMC4","0.0733","0.664","0.225","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"SIPA1","0.0733","0.664","0.225","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"YBX1","0.0733","0.664","0.225","2","hsa-miR-1307-3p","hsa-miR-8069","","","","","","","","",""
"HCFC1","0.0742","0.671","0.329","3","hsa-miR-1228-5p","hsa-miR-4706","hsa-miR-92b-5p","","","","","","","",""
"NAA50","0.0751","0.675","0.457","5","hsa-miR-5572","hsa-miR-92a-2-5p","hsa-miR-6131","hsa-miR-125a-3p","hsa-miR-4419b","","","","","",""
"SELENON","0.0750","0.675","0.403","4","hsa-miR-1228-5p","hsa-miR-1233-5p","hsa-miR-4481","hsa-miR-6784-5p","","","","","","",""
"ALPI","0.0834","0.688","0.242","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"AP1S3","0.0805","0.688","0.341","3","hsa-miR-6869-5p","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","",""
"ASB4","0.0837","0.688","0.0866","1","hsa-miR-6869-5p","","","","","","","","","",""
"C10orf111","0.0834","0.688","0.242","2","hsa-miR-1203","hsa-miR-4419b","","","","","","","","",""
"CAVIN4","0.0834","0.688","0.242","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"CCDC170","0.0834","0.688","0.242","2","hsa-miR-1307-3p","hsa-miR-6088","","","","","","","","",""
"CD4","0.0783","0.688","0.234","2","hsa-miR-4732-5p","hsa-miR-6784-5p","","","","","","","","",""
"CWF19L1","0.0834","0.688","0.242","2","hsa-miR-6131","hsa-miR-125a-3p","","","","","","","","",""
"EPN1","0.0834","0.688","0.242","2","hsa-miR-92a-2-5p","hsa-miR-6784-5p","","","","","","","","",""
"FAM83A","0.0837","0.688","0.0866","1","hsa-miR-6784-5p","","","","","","","","","",""
"FXYD1","0.0834","0.688","0.242","2","hsa-miR-3180","hsa-miR-6805-5p","","","","","","","","",""
"GRB2","0.0822","0.688","0.416","4","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-8073","","","","","","",""
"IL36B","0.0837","0.688","0.0866","1","hsa-miR-4732-5p","","","","","","","","","",""
"JUND","0.0783","0.688","0.234","2","hsa-miR-663a","hsa-miR-6787-5p","","","","","","","","",""
"LARP1","0.0790","0.688","0.464","5","hsa-miR-1343-3p","hsa-miR-3184-5p","hsa-miR-4687-5p","hsa-miR-92a-2-5p","hsa-miR-92b-5p","","","","","",""
"MEF2D","0.0811","0.688","0.467","5","hsa-miR-92a-2-5p","hsa-miR-575","hsa-miR-4419b","hsa-miR-4648","hsa-miR-5572","","","","","",""
"MRPL36","0.0834","0.688","0.242","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"NEK6","0.0837","0.688","0.0866","1","hsa-miR-1307-3p","","","","","","","","","",""
"NSMCE1","0.0837","0.688","0.0866","1","hsa-miR-4258","","","","","","","","","",""
"PAX2","0.0834","0.688","0.242","2","hsa-miR-6805-5p","hsa-miR-3184-5p","","","","","","","","",""
"POU3F3","0.0834","0.688","0.242","2","hsa-miR-3180","hsa-miR-1469","","","","","","","","",""
"RAB2A","0.0783","0.688","0.234","2","hsa-miR-6869-5p","hsa-miR-7110-5p","","","","","","","","",""
"RNF40","0.0798","0.688","0.411","4","hsa-miR-128-1-5p","hsa-miR-6805-5p","hsa-miR-92a-2-5p","hsa-miR-7110-5p","","","","","","",""
"SEPT5","0.0837","0.688","0.0866","1","hsa-miR-4532","","","","","","","","","",""
"THBS1","0.0798","0.688","0.411","4","hsa-miR-4276","hsa-miR-6857-5p","hsa-miR-92a-2-5p","hsa-miR-125a-3p","","","","","","",""
"TMEM135","0.0834","0.688","0.242","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"TMEM179","0.0837","0.688","0.0866","1","hsa-miR-6784-5p","","","","","","","","","",""
"TNRC18","0.0783","0.688","0.234","2","hsa-miR-1307-3p","hsa-miR-5572","","","","","","","","",""
"TPCN2","0.0805","0.688","0.341","3","hsa-miR-4481","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","",""
"UBLCP1","0.0834","0.688","0.242","2","hsa-miR-1233-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"USP49","0.0783","0.688","0.234","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"ZNF333","0.0774","0.688","0.335","3","hsa-miR-1343-3p","hsa-miR-1307-3p","hsa-miR-125a-3p","","","","","","","",""
"SHMT1","0.0847","0.694","0.420","4","hsa-miR-3184-5p","hsa-miR-6805-5p","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","",""
"SLC7A5","0.0853","0.697","0.580","8","hsa-miR-663a","hsa-miR-4734","hsa-miR-92b-5p","hsa-miR-3180","hsa-miR-4419b","hsa-miR-4481","hsa-miR-4706","hsa-miR-6787-5p","","",""
"ASB16","0.0869","0.699","0.519","6","hsa-miR-92a-2-5p","hsa-miR-4258","hsa-miR-1238-5p","hsa-miR-4481","hsa-miR-3180","hsa-miR-7110-5p","","","","",""
"ASB8","0.0886","0.699","0.251","2","hsa-miR-1343-3p","hsa-miR-125a-3p","","","","","","","","",""
"CFL1","0.0904","0.699","0.358","3","hsa-miR-6805-5p","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","","","","",""
"CPNE5","0.0886","0.699","0.251","2","hsa-miR-6784-5p","hsa-miR-4532","","","","","","","","",""
