Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
HAUS2,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-6131,,,,,,,,,,
HARBI1,0.011111111111111072,0.43,0.773,0.554,1,hsa-miR-6131,,,,,,,,,,
HAND1,0.011111111111111072,0.43,0.773,0.554,1,hsa-miR-6857-5p,,,,,,,,,,
GUK1,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-4787-5p,,,,,,,,,,
GTPBP4,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-6857-5p,,,,,,,,,,
GTPBP1,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-92a-2-5p,,,,,,,,,,
GSTM3,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-1307-3p,,,,,,,,,,
GRIN2D,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-7110-5p,,,,,,,,,,
GRIK2,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-7110-5p,,,,,,,,,,
GPT2,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-4783-3p,,,,,,,,,,
GPR63,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-4419b,,,,,,,,,,
GPR161,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-1307-3p,,,,,,,,,,
LINC00632,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-3940-5p,,,,,,,,,,
LMAN2,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-4783-3p,,,,,,,,,,
LMAN2L,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-6869-5p,,,,,,,,,,
PFN2,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-4732-5p,,,,,,,,,,
PDPN,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-4419b,,,,,,,,,,
PDE7B,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-1233-5p,,,,,,,,,,
PCDHB2,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-3180,,,,,,,,,,
PAX6,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-4419b,,,,,,,,,,
PARVG,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-6805-5p,,,,,,,,,,
PARK7,0.011111111111111072,0.204,0.773,0.225,1,hsa-miR-4419b,,,,,,,,,,
PAQR3,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-5572,,,,,,,,,,
PAPPA,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-6088,,,,,,,,,,
PAN2,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-6131,,,,,,,,,,
PALLD,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-6869-5p,,,,,,,,,,
PADI1,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-4419b,,,,,,,,,,
P3H2,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-5572,,,,,,,,,,
P3H1,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-125a-3p,,,,,,,,,,
P2RX3,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-8073,,,,,,,,,,
OTUD5,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-575,,,,,,,,,,
ORMDL2,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-6131,,,,,,,,,,
OR51E2,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-6746-5p,,,,,,,,,,
OPTN,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-1307-3p,,,,,,,,,,
OCA2,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-6869-5p,,,,,,,,,,
OAZ1,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-6088,,,,,,,,,,
NUP85,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-4419b,,,,,,,,,,
NUP153,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-125a-3p,,,,,,,,,,
NUMBL,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-4258,,,,,,,,,,
NTPCR,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-4419b,,,,,,,,,,
NTN1,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-6805-5p,,,,,,,,,,
NRG4,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-4276,,,,,,,,,,
NPHS1,0.011111111111111072,0.204,0.773,0.225,1,hsa-miR-125a-3p,,,,,,,,,,
PER3,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-4787-5p,,,,,,,,,,
PHKG2,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-1343-3p,,,,,,,,,,
NOTCH2NL,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-4276,,,,,,,,,,
PHLDA1,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-4276,,,,,,,,,,
PRPSAP1,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-1343-3p,,,,,,,,,,
PROX1,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-4787-3p,,,,,,,,,,
PRKCH,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-1343-3p,,,,,,,,,,
PRDM1,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-125a-3p,,,,,,,,,,
PPY,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-4419b,,,,,,,,,,
PPP5D1,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-1307-3p,,,,,,,,,,
PPM1N,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-3940-5p,,,,,,,,,,
PPM1H,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-125a-3p,,,,,,,,,,
PPFIA4,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-6857-5p,,,,,,,,,,
PPARD,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-4276,,,,,,,,,,
POLR1E,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-6746-5p,,,,,,,,,,
POLR1A,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-4419b,,,,,,,,,,
PNPT1,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-1307-3p,,,,,,,,,,
PNPLA7,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-6857-5p,,,,,,,,,,
PNMA8A,0.011111111111111072,0.175,0.773,0.19,1,hsa-miR-1307-3p,,,,,,,,,,
PLIN5,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-1343-3p,,,,,,,,,,
PLEKHG4B,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-1307-3p,,,,,,,,,,
PLD5,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-4419b,,,,,,,,,,
PLCXD2,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-1343-3p,,,,,,,,,,
PLAC8,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-4481,,,,,,,,,,
PIWIL1,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-8073,,,,,,,,,,
PIP5K1C,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-4787-5p,,,,,,,,,,
PIK3CD,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-663a,,,,,,,,,,
PIEZO1,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-92b-5p,,,,,,,,,,
PIANP,0.011111111111111072,0.204,0.773,0.225,1,hsa-miR-6131,,,,,,,,,,
PHYKPL,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-7110-5p,,,,,,,,,,
PHLPP1,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-1307-3p,,,,,,,,,,
NPBWR1,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-6805-5p,,,,,,,,,,
NOS1,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-6088,,,,,,,,,,
LOXL2,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-3940-5p,,,,,,,,,,
MROH1,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-4419b,,,,,,,,,,
MRAS,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-1233-5p,,,,,,,,,,
MPV17L,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-6131,,,,,,,,,,
MPI,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-8073,,,,,,,,,,
MPEG1,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-125a-3p,,,,,,,,,,
MOGAT3,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-1307-3p,,,,,,,,,,
MMACHC,0.011111111111111072,0.308,0.773,0.364,1,hsa-miR-6869-5p,,,,,,,,,,
MFSD14A,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-575,,,,,,,,,,
MFSD11,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-125a-3p,,,,,,,,,,
METTL22,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-4648,,,,,,,,,,
METAP1,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-6088,,,,,,,,,,
MEMO1,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-4419b,,,,,,,,,,
MELTF,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-3180,,,,,,,,,,
MCRIP1,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-3184-5p,,,,,,,,,,
MCOLN2,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-6088,,,,,,,,,,
MCM5,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-3184-5p,,,,,,,,,,
MAPRE2,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-3940-5p,,,,,,,,,,
MAPK10,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-5572,,,,,,,,,,
MAP2K2,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-4732-5p,,,,,,,,,,
MANBAL,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-6880-3p,,,,,,,,,,
MAN2A2,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-6131,,,,,,,,,,
LY6H,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-4730,,,,,,,,,,
LY6E,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-7110-5p,,,,,,,,,,
LTBP4,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-4706,,,,,,,,,,
LRP3,0.011111111111111072,0.43,0.773,0.554,1,hsa-miR-4481,,,,,,,,,,
LRFN1,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-4532,,,,,,,,,,
LPXN,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-4419b,,,,,,,,,,
LPCAT1,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-4783-3p,,,,,,,,,,
MREG,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-1307-3p,,,,,,,,,,
MRPL34,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-92b-5p,,,,,,,,,,
NOB1,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-1228-5p,,,,,,,,,,
MRPL49,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-4419b,,,,,,,,,,
NLRP2,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-128-1-5p,,,,,,,,,,
NLRP12,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-4258,,,,,,,,,,
NLRC3,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-4419b,,,,,,,,,,
NIFK,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-6131,,,,,,,,,,
NID1,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-92a-2-5p,,,,,,,,,,
NFYB,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-6088,,,,,,,,,,
NFRKB,0.011111111111111072,0.175,0.773,0.19,1,hsa-miR-4258,,,,,,,,,,
NEUROD1,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-6131,,,,,,,,,,
NEURL1,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-575,,,,,,,,,,
NEDD9,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-7110-5p,,,,,,,,,,
NDEL1,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-1203,,,,,,,,,,
NDE1,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-92b-5p,,,,,,,,,,
NCBP2,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-4732-5p,,,,,,,,,,
NCAPG,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-575,,,,,,,,,,
NAPEPLD,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-6088,,,,,,,,,,
NANOG,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-8073,,,,,,,,,,
NAA15,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-4276,,,,,,,,,,
N6AMT1,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-4419b,,,,,,,,,,
MYOZ2,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-575,,,,,,,,,,
MYO1H,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-6857-5p,,,,,,,,,,
MYLK,0.011111111111111072,0.43,0.773,0.554,1,hsa-miR-4276,,,,,,,,,,
MYL9,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-663a,,,,,,,,,,
MVK,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-128-1-5p,,,,,,,,,,
MUC17,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-8073,,,,,,,,,,
MTHFD1L,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-6131,,,,,,,,,,
MTFR1,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-125a-3p,,,,,,,,,,
MSRB3,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-575,,,,,,,,,,
FBXO17,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-6131,,,,,,,,,,
FARSA,0.011111111111111072,0.43,0.773,0.554,1,hsa-miR-92a-2-5p,,,,,,,,,,
PRY2,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-125a-3p,,,,,,,,,,
WNT10B,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-5572,,,,,,,,,,
ALDOC,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-3184-5p,,,,,,,,,,
AKT2,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-92b-5p,,,,,,,,,,
AKAP6,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-4419b,,,,,,,,,,
AKAP17A,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-4276,,,,,,,,,,
ADCYAP1,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-8073,,,,,,,,,,
ADAMTS14,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-3184-5p,,,,,,,,,,
ACPP,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-7110-5p,,,,,,,,,,
ACIN1,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-128-1-5p,,,,,,,,,,
ABHD14B,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-575,,,,,,,,,,
ABCB5,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-1307-3p,,,,,,,,,,
ABAT,0.011111111111111072,0.204,0.773,0.225,1,hsa-miR-6088,,,,,,,,,,
AAR2,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-4276,,,,,,,,,,
XBP1,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-125a-3p,,,,,,,,,,
UBA5,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-6131,,,,,,,,,,
FANCM,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-4532,,,,,,,,,,
TRIM41,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-3184-5p,,,,,,,,,,
SLC30A9,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-6088,,,,,,,,,,
SHANK2,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-1307-3p,,,,,,,,,,
RPRD1A,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-6869-5p,,,,,,,,,,
RGS12,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-4532,,,,,,,,,,
PTCH2,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-4787-3p,,,,,,,,,,
NPAS1,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-1203,,,,,,,,,,
MLN,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-3184-5p,,,,,,,,,,
LAYN,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-4732-5p,,,,,,,,,,
KCNIP2,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-575,,,,,,,,,,
HMCN1,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-6805-5p,,,,,,,,,,
HIST1H1T,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-3940-5p,,,,,,,,,,
GSTK1,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-8069,,,,,,,,,,
AMH,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-3180,,,,,,,,,,
ANO7,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-1343-3p,,,,,,,,,,
ANXA11,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-4675,,,,,,,,,,
AP1B1,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-92a-2-5p,,,,,,,,,,
BRMS1,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-8073,,,,,,,,,,
BRIP1,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-4419b,,,,,,,,,,
BRCA1,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-125a-3p,,,,,,,,,,
BICRA,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-92b-5p,,,,,,,,,,
BCL11A,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-6857-5p,,,,,,,,,,
BARX2,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-4675,,,,,,,,,,
BAP1,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-128-1-5p,,,,,,,,,,
BANP,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-3184-5p,,,,,,,,,,
BAG1,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-1343-3p,,,,,,,,,,
B4GALNT4,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-3184-5p,,,,,,,,,,
B3GNT7,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-4687-5p,,,,,,,,,,
ATP8B3,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-4276,,,,,,,,,,
ATP6V1E1,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-3184-5p,,,,,,,,,,
ATP6V0D2,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-6746-5p,,,,,,,,,,
ATP11C,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-4419b,,,,,,,,,,
ATG7,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-4687-5p,,,,,,,,,,
ARPC1B,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-5572,,,,,,,,,,
ARHGEF37,0.011111111111111072,0.175,0.773,0.19,1,hsa-miR-6880-3p,,,,,,,,,,
ARHGEF2,0.011111111111111072,0.43,0.773,0.554,1,hsa-miR-3184-5p,,,,,,,,,,
ARHGAP42,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-6131,,,,,,,,,,
ARFGEF1,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-125a-3p,,,,,,,,,,
APOL4,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-5572,,,,,,,,,,
APOBEC3A,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-1307-3p,,,,,,,,,,
APOB,0.011111111111111072,0.175,0.773,0.19,1,hsa-miR-6869-5p,,,,,,,,,,
APOA1,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-6869-5p,,,,,,,,,,
API5,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-575,,,,,,,,,,
APC,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-663a,,,,,,,,,,
EEPD1,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-1343-3p,,,,,,,,,,
C1orf61,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-6088,,,,,,,,,,
BCL2L14,0.011111111111111072,0.161,0.768,0.173,1,hsa-miR-8069,,,,,,,,,,
SETD6,0.011111111111111072,0.115,0.746,0.121,1,hsa-miR-6869-5p,,,,,,,,,,
CCDC32,0.011111111111111072,0.115,0.746,0.121,1,hsa-miR-1307-3p,,,,,,,,,,
XPNPEP2,0.011111111111111072,0.0996,0.717,0.104,1,hsa-miR-8069,,,,,,,,,,
UBQLNL,0.011111111111111072,0.0996,0.717,0.104,1,hsa-miR-6784-5p,,,,,,,,,,
TSPAN9,0.011111111111111072,0.0996,0.717,0.104,1,hsa-miR-4258,,,,,,,,,,
OAS3,0.011111111111111072,0.0996,0.717,0.104,1,hsa-miR-6088,,,,,,,,,,
MIF,0.011111111111111072,0.0996,0.717,0.104,1,hsa-miR-1228-5p,,,,,,,,,,
LCORL,0.011111111111111072,0.0996,0.717,0.104,1,hsa-miR-3940-5p,,,,,,,,,,
GIT1,0.011111111111111072,0.0996,0.717,0.104,1,hsa-miR-125a-3p,,,,,,,,,,
TMEM179,0.011111111111111072,0.0837,0.688,0.0866,1,hsa-miR-6784-5p,,,,,,,,,,
SEPT5,0.011111111111111072,0.0837,0.688,0.0866,1,hsa-miR-4532,,,,,,,,,,
NSMCE1,0.011111111111111072,0.0837,0.688,0.0866,1,hsa-miR-4258,,,,,,,,,,
NEK6,0.011111111111111072,0.0837,0.688,0.0866,1,hsa-miR-1307-3p,,,,,,,,,,
IL36B,0.011111111111111072,0.0837,0.688,0.0866,1,hsa-miR-4732-5p,,,,,,,,,,
FAM83A,0.011111111111111072,0.0837,0.688,0.0866,1,hsa-miR-6784-5p,,,,,,,,,,
ASB4,0.011111111111111072,0.0837,0.688,0.0866,1,hsa-miR-6869-5p,,,,,,,,,,
ZNF416,0.011111111111111072,0.0675,0.642,0.0693,1,hsa-miR-6880-3p,,,,,,,,,,
SHISA4,0.011111111111111072,0.0675,0.642,0.0693,1,hsa-miR-4687-5p,,,,,,,,,,
PLOD3,0.011111111111111072,0.0675,0.642,0.0693,1,hsa-miR-663a,,,,,,,,,,
FBXL8,0.011111111111111072,0.0675,0.642,0.0693,1,hsa-miR-92b-5p,,,,,,,,,,
COX5B,0.011111111111111072,0.0675,0.642,0.0693,1,hsa-miR-6869-5p,,,,,,,,,,
SNRPA,0.011111111111111072,0.0511,0.602,0.0519,1,hsa-miR-1307-3p,,,,,,,,,,
ICAM3,0.011111111111111072,0.0511,0.602,0.0519,1,hsa-miR-4258,,,,,,,,,,
ZSCAN9,0.011111111111111072,0.0343,0.538,0.0346,1,hsa-miR-8069,,,,,,,,,,
NRG1,0.011111111111111072,0.0343,0.538,0.0346,1,hsa-miR-125a-3p,,,,,,,,,,
FOSB,0.011111111111111072,0.0343,0.538,0.0346,1,hsa-miR-663a,,,,,,,,,,
CDC45,0.011111111111111072,0.0343,0.538,0.0346,1,hsa-miR-575,,,,,,,,,,
SF3B5,0.011111111111111072,0.0173,0.418,0.0173,1,hsa-miR-1307-3p,,,,,,,,,,
LDLRAD2,0.011111111111111072,0.115,0.746,0.121,1,hsa-miR-6784-5p,,,,,,,,,,
SLC22A1,0.011111111111111072,0.115,0.746,0.121,1,hsa-miR-4687-5p,,,,,,,,,,
ZRANB3,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-575,,,,,,,,,,
AIRE,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-6088,,,,,,,,,,
ZNF737,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-125a-3p,,,,,,,,,,
ZNF345,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-8073,,,,,,,,,,
ZC3H12A,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-575,,,,,,,,,,
WNT3A,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-128-1-5p,,,,,,,,,,
USP44,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-5572,,,,,,,,,,
TNFSF4,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-6869-5p,,,,,,,,,,
THAP8,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-92b-5p,,,,,,,,,,
RIN3,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-3184-5p,,,,,,,,,,
RIMKLA,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-8073,,,,,,,,,,
PYROXD1,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-4276,,,,,,,,,,
PRSS12,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-1238-5p,,,,,,,,,,
PRIMA1,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-4732-5p,,,,,,,,,,
PHKB,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-4258,,,,,,,,,,
PGLS,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-6088,,,,,,,,,,
OARD1,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-4732-5p,,,,,,,,,,
KIFC3,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-4258,,,,,,,,,,
IGF2BP2,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-125a-3p,,,,,,,,,,
GET4,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-4258,,,,,,,,,,
ERVV-1,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-4787-3p,,,,,,,,,,
EEF1A2,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-663a,,,,,,,,,,
DLST,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-92b-5p,,,,,,,,,,
DENND1B,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-6869-5p,,,,,,,,,,
DCD,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-4419b,,,,,,,,,,
CASP5,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-6088,,,,,,,,,,
C11orf70,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-4532,,,,,,,,,,
ASCL5,0.011111111111111072,0.131,0.755,0.139,1,hsa-miR-128-1-5p,,,,,,,,,,
ANKRD49,0.011111111111111072,0.146,0.755,0.156,1,hsa-miR-8073,,,,,,,,,,
BRSK1,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-3184-5p,,,,,,,,,,
C10orf71,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-1238-5p,,,,,,,,,,
C14orf144,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-125a-3p,,,,,,,,,,
DNMBP,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-128-1-5p,,,,,,,,,,
DNAJC15,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-6805-5p,,,,,,,,,,
DLL4,0.011111111111111072,0.204,0.773,0.225,1,hsa-miR-1203,,,,,,,,,,
DLGAP4,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-1228-5p,,,,,,,,,,
DLEU1,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-125a-3p,,,,,,,,,,
DGCR8,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-92a-2-5p,,,,,,,,,,
DFFB,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-4419b,,,,,,,,,,
DENND4B,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-4783-3p,,,,,,,,,,
DDX51,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-6869-5p,,,,,,,,,,
