Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
DDTL,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-4258,,,,,,,,,,
DDT,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-92b-5p,,,,,,,,,,
DCXR,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-7110-5p,,,,,,,,,,
DCX,0.011111111111111072,0.43,0.773,0.554,1,hsa-miR-7110-5p,,,,,,,,,,
DCUN1D2,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-125a-3p,,,,,,,,,,
DCTPP1,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-6869-5p,,,,,,,,,,
DCTN3,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-575,,,,,,,,,,
DCAF5,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-3940-5p,,,,,,,,,,
DCAF15,0.011111111111111072,0.204,0.773,0.225,1,hsa-miR-6857-5p,,,,,,,,,,
DBNDD1,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-1233-5p,,,,,,,,,,
DAO,0.011111111111111072,0.308,0.773,0.364,1,hsa-miR-4675,,,,,,,,,,
CYP1A2,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-8073,,,,,,,,,,
CYB5B,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-6131,,,,,,,,,,
CYB561A3,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-6131,,,,,,,,,,
CXCR4,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-663a,,,,,,,,,,
CXCL16,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-7110-5p,,,,,,,,,,
CST9,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-6805-5p,,,,,,,,,,
CSRP2,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-6131,,,,,,,,,,
CSRNP2,0.011111111111111072,0.204,0.773,0.225,1,hsa-miR-6088,,,,,,,,,,
DNAJC22,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-1307-3p,,,,,,,,,,
DOK6,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-4732-5p,,,,,,,,,,
CRTC1,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-4787-3p,,,,,,,,,,
DSC3,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-8073,,,,,,,,,,
FAM49A,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-6857-5p,,,,,,,,,,
FAM35A,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-6131,,,,,,,,,,
FAM228A,0.011111111111111072,0.204,0.773,0.225,1,hsa-miR-4730,,,,,,,,,,
FAM213B,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-6746-5p,,,,,,,,,,
FAM193A,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-3180,,,,,,,,,,
FAM192A,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-1343-3p,,,,,,,,,,
FAM189B,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-3184-5p,,,,,,,,,,
FAM186A,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-92b-5p,,,,,,,,,,
FAM162A,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-6746-5p,,,,,,,,,,
FAM102A,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-6088,,,,,,,,,,
EXOSC6,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-4419b,,,,,,,,,,
EXOSC10,0.011111111111111072,0.258,0.773,0.294,1,hsa-miR-1307-3p,,,,,,,,,,
ETFDH,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-4532,,,,,,,,,,
ERI1,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-8073,,,,,,,,,,
EPN2,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-4419b,,,,,,,,,,
EPB42,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-6088,,,,,,,,,,
ENO4,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-6088,,,,,,,,,,
EMC2,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-6746-5p,,,,,,,,,,
ELOVL1,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-6802-5p,,,,,,,,,,
ELOF1,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-6805-5p,,,,,,,,,,
ELMOD1,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-6088,,,,,,,,,,
EIF2B5,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-1203,,,,,,,,,,
EFHC1,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-4732-5p,,,,,,,,,,
EFEMP2,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-8073,,,,,,,,,,
EDN2,0.011111111111111072,0.308,0.773,0.364,1,hsa-miR-6880-3p,,,,,,,,,,
EDARADD,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-1307-3p,,,,,,,,,,
ECSIT,0.011111111111111072,0.175,0.773,0.19,1,hsa-miR-4532,,,,,,,,,,
CRX,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-4732-5p,,,,,,,,,,
CREG2,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-6088,,,,,,,,,,
C16orf45,0.011111111111111072,0.366,0.773,0.45,1,hsa-miR-1307-3p,,,,,,,,,,
CD86,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-6869-5p,,,,,,,,,,
CCT6A,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-4276,,,,,,,,,,
CCNY,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-7110-5p,,,,,,,,,,
CCDC90B,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-6131,,,,,,,,,,
CCDC36,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-8073,,,,,,,,,,
CCDC142,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-1307-3p,,,,,,,,,,
CCDC141,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-6869-5p,,,,,,,,,,
CCDC120,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-6746-5p,,,,,,,,,,
CCDC106,0.011111111111111072,0.175,0.773,0.19,1,hsa-miR-3184-5p,,,,,,,,,,
CCAR2,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-6131,,,,,,,,,,
CBWD5,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-1238-5p,,,,,,,,,,
CBWD1,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-1238-5p,,,,,,,,,,
CBFA2T2,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-4419b,,,,,,,,,,
CASKIN2,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-92a-2-5p,,,,,,,,,,
CAPS,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-92a-2-5p,,,,,,,,,,
CAMK2A,0.011111111111111072,0.399,0.773,0.502,1,hsa-miR-92a-2-5p,,,,,,,,,,
CACNA2D3,0.011111111111111072,0.231,0.773,0.26,1,hsa-miR-8069,,,,,,,,,,
C8orf44-SGK3,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-6131,,,,,,,,,,
C8orf17,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-1307-3p,,,,,,,,,,
C7orf65,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-1307-3p,,,,,,,,,,
C5orf30,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-4276,,,,,,,,,,
C3orf33,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-4419b,,,,,,,,,,
C2orf82,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-6746-5p,,,,,,,,,,
C2orf72,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-125a-3p,,,,,,,,,,
C21orf58,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-8073,,,,,,,,,,
C20orf27,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-3184-5p,,,,,,,,,,
C1orf174,0.011111111111111072,0.42,0.773,0.537,1,hsa-miR-4419b,,,,,,,,,,
C1orf158,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-1343-3p,,,,,,,,,,
CCT7,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-4481,,,,,,,,,,
CD99,0.011111111111111072,0.43,0.773,0.554,1,hsa-miR-4258,,,,,,,,,,
CRABP2,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-6805-5p,,,,,,,,,,
CDK15,0.011111111111111072,0.283,0.773,0.329,1,hsa-miR-3184-5p,,,,,,,,,,
CPOX,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-6869-5p,,,,,,,,,,
CPNE2,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-92a-2-5p,,,,,,,,,,
COX15,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-575,,,,,,,,,,
COMMD9,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-1307-3p,,,,,,,,,,
CMSS1,0.011111111111111072,0.308,0.773,0.364,1,hsa-miR-4687-5p,,,,,,,,,,
CLTA,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-6869-5p,,,,,,,,,,
CLPX,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-1343-3p,,,,,,,,,,
CLPP,0.011111111111111072,0.355,0.773,0.433,1,hsa-miR-575,,,,,,,,,,
CLLU1OS,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-6880-3p,,,,,,,,,,
CLDN7,0.011111111111111072,0.189,0.773,0.208,1,hsa-miR-4419b,,,,,,,,,,
CIC,0.011111111111111072,0.204,0.773,0.225,1,hsa-miR-1307-3p,,,,,,,,,,
CHST3,0.011111111111111072,0.244,0.773,0.277,1,hsa-miR-6131,,,,,,,,,,
CHST12,0.011111111111111072,0.388,0.773,0.485,1,hsa-miR-1228-5p,,,,,,,,,,
CHRNB1,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-6131,,,,,,,,,,
CHD7,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-6857-5p,,,,,,,,,,
CGN,0.011111111111111072,0.332,0.773,0.398,1,hsa-miR-6131,,,,,,,,,,
CFHR5,0.011111111111111072,0.296,0.773,0.346,1,hsa-miR-4258,,,,,,,,,,
CES3,0.011111111111111072,0.377,0.773,0.467,1,hsa-miR-1233-5p,,,,,,,,,,
CEP170B,0.011111111111111072,0.41,0.773,0.519,1,hsa-miR-6869-5p,,,,,,,,,,
CENPP,0.011111111111111072,0.217,0.773,0.242,1,hsa-miR-6088,,,,,,,,,,
CENPI,0.011111111111111072,0.344,0.773,0.416,1,hsa-miR-4532,,,,,,,,,,
CELSR2,0.011111111111111072,0.308,0.773,0.364,1,hsa-miR-92a-2-5p,,,,,,,,,,
CDR2L,0.011111111111111072,0.32,0.773,0.381,1,hsa-miR-4734,,,,,,,,,,
CDNF,0.011111111111111072,0.308,0.773,0.364,1,hsa-miR-4532,,,,,,,,,,
CDKN3,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-1307-3p,,,,,,,,,,
CDK2AP2,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-8069,,,,,,,,,,
CDK16,0.011111111111111072,0.44,0.773,0.571,1,hsa-miR-6805-5p,,,,,,,,,,
PRY,0.011111111111111072,0.271,0.773,0.312,1,hsa-miR-125a-3p,,,,,,,,,,
PSAPL1,0.011111111111111072,0.308,0.773,0.364,1,hsa-miR-4783-3p,,,,,,,,,,
IDS,0.011111111111111072,0.571,0.794,0.831,1,hsa-miR-4481,,,,,,,,,,
DCP1A,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-4532,,,,,,,,,,
WDR75,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-1228-5p,,,,,,,,,,
TPGS1,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-1307-3p,,,,,,,,,,
TMEM51,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-7110-5p,,,,,,,,,,
STPG1,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-6869-5p,,,,,,,,,,
SASH1,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-1343-3p,,,,,,,,,,
POLE3,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-8069,,,,,,,,,,
PCYOX1,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-4783-3p,,,,,,,,,,
PCBP2,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-4787-3p,,,,,,,,,,
PAX5,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-125a-3p,,,,,,,,,,
OSCAR,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-4732-5p,,,,,,,,,,
MGAT5B,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-6805-5p,,,,,,,,,,
HOXD11,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-4706,,,,,,,,,,
F2R,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-4706,,,,,,,,,,
CYB5D1,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-125a-3p,,,,,,,,,,
JOSD1,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-6746-5p,,,,,,,,,,
CCNA2,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-575,,,,,,,,,,
ATP6V1B2,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-125a-3p,,,,,,,,,,
ARHGAP11A,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-4419b,,,,,,,,,,
ANKRD62,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-125a-3p,,,,,,,,,,
ZNF200,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-4687-5p,,,,,,,,,,
WDR81,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-4648,,,,,,,,,,
VPS37A,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-4276,,,,,,,,,,
TRIM56,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-4419b,,,,,,,,,,
TEP1,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-1307-3p,,,,,,,,,,
SRM,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-3184-5p,,,,,,,,,,
SPNS1,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-3184-5p,,,,,,,,,,
SHMT2,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-6805-5p,,,,,,,,,,
SDC4,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-8073,,,,,,,,,,
YPEL2,0.011111111111111072,0.478,0.779,0.641,1,hsa-miR-1233-5p,,,,,,,,,,
C8orf58,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-5572,,,,,,,,,,
COLEC12,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-4276,,,,,,,,,,
CORO7,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-6131,,,,,,,,,,
FAM136A,0.011111111111111072,0.505,0.788,0.693,1,hsa-miR-92a-2-5p,,,,,,,,,,
DNMT1,0.011111111111111072,0.497,0.788,0.675,1,hsa-miR-1343-3p,,,,,,,,,,
CTNS,0.011111111111111072,0.497,0.788,0.675,1,hsa-miR-1343-3p,,,,,,,,,,
COL18A1,0.011111111111111072,0.505,0.788,0.693,1,hsa-miR-125a-3p,,,,,,,,,,
CECR2,0.011111111111111072,0.505,0.788,0.693,1,hsa-miR-125a-3p,,,,,,,,,,
CDC37,0.011111111111111072,0.505,0.788,0.693,1,hsa-miR-1228-5p,,,,,,,,,,
CDC25B,0.011111111111111072,0.505,0.788,0.693,1,hsa-miR-6088,,,,,,,,,,
CCR4,0.011111111111111072,0.497,0.788,0.675,1,hsa-miR-125a-3p,,,,,,,,,,
CCDC174,0.011111111111111072,0.497,0.788,0.675,1,hsa-miR-4787-3p,,,,,,,,,,
CARD6,0.011111111111111072,0.497,0.788,0.675,1,hsa-miR-4419b,,,,,,,,,,
AVPR1A,0.011111111111111072,0.505,0.788,0.693,1,hsa-miR-8073,,,,,,,,,,
ARPC3,0.011111111111111072,0.497,0.788,0.675,1,hsa-miR-1233-5p,,,,,,,,,,
ACSL6,0.011111111111111072,0.505,0.788,0.693,1,hsa-miR-1307-3p,,,,,,,,,,
WNT2B,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-4258,,,,,,,,,,
WDR77,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-125a-3p,,,,,,,,,,
TGFBR3L,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-1233-5p,,,,,,,,,,
SH3GL1,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-4481,,,,,,,,,,
SERPING1,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-3940-5p,,,,,,,,,,
RNF217,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-4276,,,,,,,,,,
RAB3C,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-8069,,,,,,,,,,
PYCR1,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-6857-5p,,,,,,,,,,
PPEF2,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-4419b,,,,,,,,,,
PDE4A,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-6805-5p,,,,,,,,,,
MRPL51,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-6869-5p,,,,,,,,,,
LHPP,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-4419b,,,,,,,,,,
ITPA,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-7110-5p,,,,,,,,,,
FBXL3,0.011111111111111072,0.488,0.786,0.658,1,hsa-miR-8073,,,,,,,,,,
RAB40C,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-4730,,,,,,,,,,
MRPL37,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-1307-3p,,,,,,,,,,
MOG,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-1343-3p,,,,,,,,,,
LARS,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6131,,,,,,,,,,
HOXA5,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-1238-5p,,,,,,,,,,
HIST3H2BB,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-3940-5p,,,,,,,,,,
GPR37L1,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-4730,,,,,,,,,,
FFAR4,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-125a-3p,,,,,,,,,,
FAM222B,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-4787-5p,,,,,,,,,,
FAM153B,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6131,,,,,,,,,,
EPHB2,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-1233-5p,,,,,,,,,,
DENND2C,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-4276,,,,,,,,,,
CTDSPL,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-4258,,,,,,,,,,
CORO2A,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-3940-5p,,,,,,,,,,
C11orf1,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6802-5p,,,,,,,,,,
ADK,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-1343-3p,,,,,,,,,,
ZSWIM4,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-125a-3p,,,,,,,,,,
UBA1,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-6805-5p,,,,,,,,,,
TRIP11,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-125a-3p,,,,,,,,,,
STS,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-6857-5p,,,,,,,,,,
SNX19,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-4787-5p,,,,,,,,,,
SNAPIN,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-575,,,,,,,,,,
SLC36A1,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-1228-5p,,,,,,,,,,
SIX5,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-92a-2-5p,,,,,,,,,,
RHBDD1,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-6857-5p,,,,,,,,,,
PQLC1,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-4687-5p,,,,,,,,,,
PIK3C2A,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-125a-3p,,,,,,,,,,
MFSD4A,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-4419b,,,,,,,,,,
LRRC8B,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-1307-3p,,,,,,,,,,
KIAA1671,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-92b-5p,,,,,,,,,,
KIAA0907,0.011111111111111072,0.45,0.775,0.589,1,hsa-miR-4276,,,,,,,,,,
INO80,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-4532,,,,,,,,,,
MAN1A2,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6869-5p,,,,,,,,,,
KIF18B,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-6869-5p,,,,,,,,,,
MESD,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-4532,,,,,,,,,,
IVNS1ABP,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-6802-5p,,,,,,,,,,
ITPRIPL1,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-1307-3p,,,,,,,,,,
GMEB2,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-3180,,,,,,,,,,
GCFC2,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-1233-5p,,,,,,,,,,
FZD2,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-8073,,,,,,,,,,
FN3KRP,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-4734,,,,,,,,,,
FAM9B,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-6131,,,,,,,,,,
COPZ1,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-6857-5p,,,,,,,,,,
CKS1B,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-4419b,,,,,,,,,,
BRPF1,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-92a-2-5p,,,,,,,,,,
BCL3,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-7110-5p,,,,,,,,,,
APOPT1,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-1307-3p,,,,,,,,,,
ANKS1A,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-125a-3p,,,,,,,,,,
ACVRL1,0.011111111111111072,0.469,0.775,0.623,1,hsa-miR-128-1-5p,,,,,,,,,,
ZNF783,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-4419b,,,,,,,,,,
ZNF285,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6131,,,,,,,,,,
TSC22D3,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6802-5p,,,,,,,,,,
TRMT10C,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6131,,,,,,,,,,
TRAT1,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6131,,,,,,,,,,
TMEM63A,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-7110-5p,,,,,,,,,,
TJP3,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6746-5p,,,,,,,,,,
SYK,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-1343-3p,,,,,,,,,,
SLC25A25,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6088,,,,,,,,,,
SKAP2,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6088,,,,,,,,,,
SAMD9L,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-6857-5p,,,,,,,,,,
PKNOX2,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-92a-2-5p,,,,,,,,,,
NDOR1,0.011111111111111072,0.46,0.775,0.606,1,hsa-miR-92a-2-5p,,,,,,,,,,
FAM83D,0.011111111111111072,0.505,0.788,0.693,1,hsa-miR-3940-5p,,,,,,,,,,
FBXL16,0.011111111111111072,0.497,0.788,0.675,1,hsa-miR-4730,,,,,,,,,,
FITM2,0.011111111111111072,0.505,0.788,0.693,1,hsa-miR-1343-3p,,,,,,,,,,
CDT1,0.011111111111111072,0.571,0.794,0.831,1,hsa-miR-1343-3p,,,,,,,,,,
CCDC127,0.011111111111111072,0.571,0.794,0.831,1,hsa-miR-6869-5p,,,,,,,,,,
CACNA1C,0.011111111111111072,0.555,0.794,0.796,1,hsa-miR-6857-5p,,,,,,,,,,
C6orf106,0.011111111111111072,0.571,0.794,0.831,1,hsa-miR-3184-5p,,,,,,,,,,
C5AR2,0.011111111111111072,0.563,0.794,0.814,1,hsa-miR-4419b,,,,,,,,,,
C2orf15,0.011111111111111072,0.531,0.794,0.745,1,hsa-miR-6088,,,,,,,,,,
C21orf91,0.011111111111111072,0.531,0.794,0.745,1,hsa-miR-4732-5p,,,,,,,,,,
C11orf58,0.011111111111111072,0.555,0.794,0.796,1,hsa-miR-6869-5p,,,,,,,,,,
BSCL2,0.011111111111111072,0.563,0.794,0.814,1,hsa-miR-125a-3p,,,,,,,,,,
BCL2L15,0.011111111111111072,0.531,0.794,0.745,1,hsa-miR-6131,,,,,,,,,,
ATP13A4,0.011111111111111072,0.547,0.794,0.779,1,hsa-miR-4419b,,,,,,,,,,
ASTN2,0.011111111111111072,0.531,0.794,0.745,1,hsa-miR-6746-5p,,,,,,,,,,
ASGR2,0.011111111111111072,0.571,0.794,0.831,1,hsa-miR-4675,,,,,,,,,,
ANK1,0.011111111111111072,0.563,0.794,0.814,1,hsa-miR-7110-5p,,,,,,,,,,
ANGEL2,0.011111111111111072,0.531,0.794,0.745,1,hsa-miR-4258,,,,,,,,,,
ALDH5A1,0.011111111111111072,0.531,0.794,0.745,1,hsa-miR-1343-3p,,,,,,,,,,
AK4,0.011111111111111072,0.547,0.794,0.779,1,hsa-miR-4419b,,,,,,,,,,
AHCY,0.011111111111111072,0.563,0.794,0.814,1,hsa-miR-1343-3p,,,,,,,,,,
ZKSCAN4,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-4732-5p,,,,,,,,,,
TMEM199,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-6131,,,,,,,,,,
STOX2,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-6088,,,,,,,,,,
RPL27A,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-8073,,,,,,,,,,
RNF144B,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-3180,,,,,,,,,,
PKHD1,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-1233-5p,,,,,,,,,,
PIGS,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-125a-3p,,,,,,,,,,
NCMAP,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-4276,,,,,,,,,,
MYCBP,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-6088,,,,,,,,,,
MUC20,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-4419b,,,,,,,,,,
CCDC137,0.011111111111111072,0.563,0.794,0.814,1,hsa-miR-6857-5p,,,,,,,,,,
CKAP2L,0.011111111111111072,0.563,0.794,0.814,1,hsa-miR-8073,,,,,,,,,,
KRT8,0.011111111111111072,0.523,0.793,0.727,1,hsa-miR-4419b,,,,,,,,,,
CLDN16,0.011111111111111072,0.563,0.794,0.814,1,hsa-miR-1343-3p,,,,,,,,,,
HSPA4,0.011111111111111072,0.547,0.794,0.779,1,hsa-miR-125a-3p,,,,,,,,,,
