"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7"
"FOXO3","0.504","0.625","0.689","1","hsa-miR-4722-3p","","","","","",""
"GALNT10","0.504","0.625","0.689","1","hsa-miR-6829-3p","","","","","",""
"GNS","0.504","0.625","0.689","1","hsa-miR-4282","","","","","",""
"INMT","0.499","0.625","0.679","1","hsa-miR-6769b-5p","","","","","",""
"INO80D","0.499","0.625","0.679","1","hsa-miR-1229-3p","","","","","",""
"LEFTY1","0.499","0.625","0.679","1","hsa-miR-1253","","","","","",""
"MED18","0.504","0.625","0.689","1","hsa-miR-1229-3p","","","","","",""
"NUDT7","0.504","0.625","0.689","1","hsa-miR-6847-3p","","","","","",""
"PCDHA6","0.504","0.625","0.689","1","hsa-miR-6829-3p","","","","","",""
"PLEC","0.504","0.625","0.689","1","hsa-miR-6722-3p","","","","","",""
"PNISR","0.499","0.625","0.679","1","hsa-miR-4282","","","","","",""
"PRICKLE4","0.504","0.625","0.689","1","hsa-miR-5587-5p","","","","","",""
"PSMD11","0.499","0.625","0.679","1","hsa-miR-1253","","","","","",""
"PTDSS2","0.504","0.625","0.689","1","hsa-miR-6847-3p","","","","","",""
"RABGEF1","0.504","0.625","0.689","1","hsa-miR-4282","","","","","",""
"RHOBTB3","0.499","0.625","0.679","1","hsa-miR-6847-3p","","","","","",""
"RNF20","0.499","0.625","0.679","1","hsa-miR-371b-5p","","","","","",""
"SEC63","0.499","0.625","0.679","1","hsa-miR-7703","","","","","",""
"SFMBT2","0.499","0.625","0.679","1","hsa-miR-4282","","","","","",""
"SGO1","0.499","0.625","0.679","1","hsa-miR-4722-3p","","","","","",""
"SOWAHC","0.504","0.625","0.689","1","hsa-miR-1253","","","","","",""
"SPC25","0.499","0.625","0.679","1","hsa-miR-548h-5p","","","","","",""
"TM4SF5","0.499","0.625","0.679","1","hsa-miR-4722-3p","","","","","",""
"TMEM246","0.499","0.625","0.679","1","hsa-miR-412-3p","","","","","",""
"TMEM30A","0.504","0.625","0.689","1","hsa-miR-4282","","","","","",""
"TMEM30B","0.504","0.625","0.689","1","hsa-miR-548h-5p","","","","","",""
"TROVE2","0.504","0.625","0.689","1","hsa-miR-4282","","","","","",""
"UTP4","0.499","0.625","0.679","1","hsa-miR-7703","","","","","",""
"ZNF689","0.499","0.625","0.679","1","hsa-miR-4722-3p","","","","","",""
"ZXDA","0.499","0.625","0.679","1","hsa-miR-4282","","","","","",""
"ADCY9","0.510","0.625","0.700","1","hsa-miR-6722-3p","","","","","",""
"CEP120","0.510","0.625","0.700","1","hsa-miR-548h-5p","","","","","",""
"CYP51A1","0.510","0.625","0.700","1","hsa-miR-6847-3p","","","","","",""
"GNAS","0.510","0.625","0.700","1","hsa-miR-6847-3p","","","","","",""
"HIST1H2AG","0.510","0.625","0.700","1","hsa-miR-7703","","","","","",""
"HIVEP3","0.510","0.625","0.700","1","hsa-miR-5591-5p","","","","","",""
"KRT80","0.510","0.625","0.700","1","hsa-miR-7854-3p","","","","","",""
"LIMS1","0.510","0.625","0.700","1","hsa-miR-6829-3p","","","","","",""
"LIX1L","0.510","0.625","0.700","1","hsa-miR-7703","","","","","",""
"N4BP1","0.510","0.625","0.700","1","hsa-miR-4524b-5p","","","","","",""
"NKD1","0.510","0.625","0.700","1","hsa-miR-6829-3p","","","","","",""
"NOL10","0.510","0.625","0.700","1","hsa-miR-4722-3p","","","","","",""
"PLD3","0.510","0.625","0.700","1","hsa-miR-6722-3p","","","","","",""
"QSOX2","0.510","0.625","0.700","1","hsa-miR-6722-3p","","","","","",""
"RAB13","0.510","0.625","0.700","1","hsa-miR-371b-5p","","","","","",""
"RBM23","0.505","0.625","0.835","2","hsa-miR-1227-5p","hsa-miR-371b-5p","","","","",""
"RFK","0.510","0.625","0.700","1","hsa-miR-4524b-5p","","","","","",""
"RGS9BP","0.510","0.625","0.700","1","hsa-miR-6847-3p","","","","","",""
"RNPS1","0.510","0.625","0.700","1","hsa-miR-371b-5p","","","","","",""
"RPL24","0.510","0.625","0.700","1","hsa-miR-7703","","","","","",""
"SEPT2","0.510","0.625","0.700","1","hsa-miR-6847-3p","","","","","",""
"TBRG1","0.510","0.625","0.700","1","hsa-miR-7854-3p","","","","","",""
"THAP6","0.510","0.625","0.700","1","hsa-miR-4722-3p","","","","","",""
"TRIM28","0.510","0.625","0.700","1","hsa-miR-4741","","","","","",""
"TTF2","0.510","0.625","0.700","1","hsa-miR-4282","","","","","",""
"XRCC2","0.510","0.625","0.700","1","hsa-miR-4282","","","","","",""
"ZNF619","0.510","0.625","0.700","1","hsa-miR-1253","","","","","",""
"PRRG4","0.512","0.627","0.846","2","hsa-miR-7703","hsa-miR-7151-5p","","","","",""
"ZBTB37","0.512","0.627","0.846","2","hsa-miR-5587-5p","hsa-miR-548h-5p","","","","",""
"CHD4","0.515","0.628","0.711","1","hsa-miR-1229-3p","","","","","",""
"ELAVL2","0.515","0.628","0.711","1","hsa-miR-371b-5p","","","","","",""
"ENTPD5","0.515","0.628","0.711","1","hsa-miR-6769b-5p","","","","","",""
"ESYT2","0.515","0.628","0.711","1","hsa-miR-4722-3p","","","","","",""
"KIF1B","0.515","0.628","0.711","1","hsa-miR-371b-5p","","","","","",""
"NAA30","0.515","0.628","0.711","1","hsa-miR-371b-5p","","","","","",""
"PIGR","0.515","0.628","0.711","1","hsa-miR-7703","","","","","",""
"PPP6R3","0.515","0.628","0.711","1","hsa-miR-7854-3p","","","","","",""
"PROSER2","0.515","0.628","0.711","1","hsa-miR-4722-3p","","","","","",""
"SNAP47","0.515","0.628","0.711","1","hsa-miR-1229-3p","","","","","",""
"STK38","0.515","0.628","0.711","1","hsa-miR-1253","","","","","",""
"TPI1","0.515","0.628","0.711","1","hsa-miR-4722-3p","","","","","",""
"TTL","0.515","0.628","0.711","1","hsa-miR-1253","","","","","",""
"ZNF134","0.515","0.628","0.711","1","hsa-miR-3130-3p","","","","","",""
"ZNF324B","0.515","0.628","0.711","1","hsa-miR-1229-3p","","","","","",""
"CCND1","0.517","0.630","0.901","3","hsa-miR-4524b-5p","hsa-miR-1253","hsa-miR-5587-5p","","","",""
"ALKBH5","0.521","0.630","0.722","1","hsa-miR-1253","","","","","",""
"APOBEC3F","0.521","0.630","0.722","1","hsa-miR-7703","","","","","",""
"AQR","0.521","0.630","0.722","1","hsa-miR-3130-3p","","","","","",""
"ATG2A","0.521","0.630","0.722","1","hsa-miR-7703","","","","","",""
"BHMT2","0.521","0.630","0.722","1","hsa-miR-6829-3p","","","","","",""
"CLOCK","0.521","0.630","0.722","1","hsa-miR-7703","","","","","",""
"CSTF2","0.521","0.630","0.722","1","hsa-miR-4282","","","","","",""
"ENTHD1","0.521","0.630","0.722","1","hsa-miR-6722-3p","","","","","",""
"FN3K","0.521","0.630","0.722","1","hsa-miR-6722-3p","","","","","",""
"FUT10","0.521","0.630","0.722","1","hsa-miR-371b-5p","","","","","",""
"PAPOLG","0.521","0.630","0.722","1","hsa-miR-7854-3p","","","","","",""
"PEA15","0.521","0.630","0.722","1","hsa-miR-6769b-5p","","","","","",""
"PIK3R1","0.521","0.630","0.722","1","hsa-miR-4524b-5p","","","","","",""
"PLPP3","0.521","0.630","0.722","1","hsa-miR-4722-3p","","","","","",""
"SAMD4B","0.521","0.630","0.722","1","hsa-miR-7854-3p","","","","","",""
"STK35","0.521","0.630","0.722","1","hsa-miR-6722-3p","","","","","",""
"TFRC","0.521","0.630","0.722","1","hsa-miR-4722-3p","","","","","",""
"ZNF770","0.521","0.630","0.722","1","hsa-miR-6847-3p","","","","","",""
"ABCB7","0.526","0.632","0.733","1","hsa-miR-7703","","","","","",""
"CLIP1","0.526","0.632","0.733","1","hsa-miR-548h-5p","","","","","",""
"CSNK1E","0.526","0.632","0.733","1","hsa-miR-4722-3p","","","","","",""
"G3BP1","0.526","0.632","0.867","2","hsa-miR-548h-5p","hsa-miR-4722-3p","","","","",""
"KIF2C","0.526","0.632","0.733","1","hsa-miR-548h-5p","","","","","",""
"MAP1B","0.526","0.632","0.733","1","hsa-miR-4282","","","","","",""
"MCC","0.526","0.632","0.733","1","hsa-miR-548h-5p","","","","","",""
"NNT","0.526","0.632","0.733","1","hsa-miR-4524b-5p","","","","","",""
"NPM3","0.526","0.632","0.733","1","hsa-miR-548h-5p","","","","","",""
"PAG1","0.526","0.632","0.733","1","hsa-miR-371b-5p","","","","","",""
"PARD3","0.526","0.632","0.733","1","hsa-miR-6829-3p","","","","","",""
"PHF7","0.526","0.632","0.733","1","hsa-miR-371b-5p","","","","","",""
"PHLPP2","0.526","0.632","0.733","1","hsa-miR-7151-5p","","","","","",""
"SLC39A9","0.526","0.632","0.733","1","hsa-miR-371b-5p","","","","","",""
"SLC5A3","0.526","0.632","0.733","1","hsa-miR-548h-5p","","","","","",""
"SMTNL2","0.526","0.632","0.733","1","hsa-miR-7703","","","","","",""
"TMEM91","0.526","0.632","0.733","1","hsa-miR-4741","","","","","",""
"UBE2Q1","0.526","0.632","0.733","1","hsa-miR-6769b-5p","","","","","",""
"ACVR1B","0.531","0.634","0.743","1","hsa-miR-371b-5p","","","","","",""
"CLU","0.531","0.634","0.743","1","hsa-miR-4749-5p","","","","","",""
"FAM53C","0.531","0.634","0.743","1","hsa-miR-548h-5p","","","","","",""
"GABPB1","0.529","0.634","0.873","2","hsa-miR-1229-3p","hsa-miR-371b-5p","","","","",""
"HACD2","0.531","0.634","0.743","1","hsa-miR-6722-3p","","","","","",""
"KIAA1191","0.531","0.634","0.743","1","hsa-miR-134-3p","","","","","",""
"LRRC55","0.531","0.634","0.743","1","hsa-miR-548h-5p","","","","","",""
"PDGFB","0.531","0.634","0.743","1","hsa-miR-6722-3p","","","","","",""
"PNPLA6","0.531","0.634","0.743","1","hsa-miR-4524b-5p","","","","","",""
"RSL1D1","0.531","0.634","0.743","1","hsa-miR-4722-3p","","","","","",""
"SLC16A9","0.531","0.634","0.743","1","hsa-miR-4524b-5p","","","","","",""
"SLC25A36","0.531","0.634","0.743","1","hsa-miR-1253","","","","","",""
"STK4","0.529","0.634","0.873","2","hsa-miR-6847-3p","hsa-miR-7703","","","","",""
"TECPR2","0.531","0.634","0.743","1","hsa-miR-6722-3p","","","","","",""
"TMEM106B","0.531","0.634","0.743","1","hsa-miR-4722-3p","","","","","",""
"TOR1AIP1","0.531","0.634","0.743","1","hsa-miR-4722-3p","","","","","",""
"SYNJ2BP","0.533","0.636","0.878","2","hsa-miR-371b-5p","hsa-miR-7703","","","","",""
"ADO","0.536","0.636","0.754","1","hsa-miR-6722-3p","","","","","",""
"B4GALT1","0.536","0.636","0.754","1","hsa-miR-6722-3p","","","","","",""
"BMP3","0.536","0.636","0.754","1","hsa-miR-7703","","","","","",""
"CASTOR2","0.536","0.636","0.883","2","hsa-miR-7703","hsa-miR-371b-5p","","","","",""
"CREB3L2","0.536","0.636","0.754","1","hsa-miR-6769b-5p","","","","","",""
"F2RL3","0.536","0.636","0.754","1","hsa-miR-3130-3p","","","","","",""
"IGF2R","0.536","0.636","0.754","1","hsa-miR-412-3p","","","","","",""
"LDHA","0.536","0.636","0.754","1","hsa-miR-4282","","","","","",""
"LIPA","0.536","0.636","0.754","1","hsa-miR-548h-5p","","","","","",""
"LONRF2","0.536","0.636","0.754","1","hsa-miR-134-3p","","","","","",""
"NDUFA7","0.536","0.636","0.754","1","hsa-miR-6847-3p","","","","","",""
"PCNX2","0.536","0.636","0.754","1","hsa-miR-4722-3p","","","","","",""
"RAB4A","0.536","0.636","0.754","1","hsa-miR-7854-3p","","","","","",""
"RSRC1","0.536","0.636","0.754","1","hsa-miR-7703","","","","","",""
"SENP2","0.536","0.636","0.754","1","hsa-miR-4749-5p","","","","","",""
"STRN","0.536","0.636","0.754","1","hsa-miR-218-2-3p","","","","","",""
"TNFAIP3","0.536","0.636","0.754","1","hsa-miR-412-3p","","","","","",""
"ZNF138","0.536","0.636","0.754","1","hsa-miR-412-3p","","","","","",""
"ANKRD33B","0.547","0.639","0.776","1","hsa-miR-1253","","","","","",""
"ARHGAP12","0.547","0.639","0.776","1","hsa-miR-371b-5p","","","","","",""
"ARL4C","0.541","0.639","0.765","1","hsa-miR-660-5p","","","","","",""
"ATP1B4","0.547","0.639","0.776","1","hsa-miR-134-3p","","","","","",""
"BMI1","0.541","0.639","0.765","1","hsa-miR-548h-5p","","","","","",""
"BTLA","0.547","0.639","0.776","1","hsa-miR-7703","","","","","",""
"CACNG8","0.539","0.639","0.889","2","hsa-miR-371b-5p","hsa-miR-5585-3p","","","","",""
"CAMLG","0.541","0.639","0.765","1","hsa-miR-371b-5p","","","","","",""
"DUSP2","0.541","0.639","0.765","1","hsa-miR-6802-3p","","","","","",""
"EMC1","0.541","0.639","0.765","1","hsa-miR-7703","","","","","",""
"EMC3","0.541","0.639","0.765","1","hsa-miR-6847-3p","","","","","",""
"FBXL20","0.547","0.639","0.776","1","hsa-miR-7703","","","","","",""
"HIST1H2AH","0.547","0.639","0.776","1","hsa-miR-7703","","","","","",""
"HSBP1","0.547","0.639","0.776","1","hsa-miR-7703","","","","","",""
"MLLT1","0.546","0.639","0.900","2","hsa-miR-4741","hsa-miR-4749-5p","","","","",""
"MYO5A","0.541","0.639","0.765","1","hsa-miR-4524b-5p","","","","","",""
"NLRP9","0.547","0.639","0.776","1","hsa-miR-7703","","","","","",""
"OR7D2","0.547","0.639","0.776","1","hsa-miR-7703","","","","","",""
"PAGR1","0.547","0.639","0.776","1","hsa-miR-5585-3p","","","","","",""
"PDF","0.541","0.639","0.765","1","hsa-miR-371b-5p","","","","","",""
"PELP1","0.547","0.639","0.776","1","hsa-miR-4282","","","","","",""
"PLEKHA2","0.547","0.639","0.776","1","hsa-miR-6829-3p","","","","","",""
"PPM1K","0.547","0.639","0.776","1","hsa-miR-7703","","","","","",""
"PPP2CA","0.547","0.639","0.776","1","hsa-miR-218-2-3p","","","","","",""
"PTK6","0.547","0.639","0.776","1","hsa-miR-5587-5p","","","","","",""
"RAB21","0.547","0.639","0.776","1","hsa-miR-4722-3p","","","","","",""
"RFT1","0.547","0.639","0.776","1","hsa-miR-7854-3p","","","","","",""
"SLC25A16","0.541","0.639","0.765","1","hsa-miR-7703","","","","","",""
"SLC38A1","0.547","0.639","0.776","1","hsa-miR-6847-3p","","","","","",""
"STRIP2","0.547","0.639","0.776","1","hsa-miR-4722-3p","","","","","",""
"THRA","0.541","0.639","0.765","1","hsa-miR-4741","","","","","",""
"TIAF1","0.547","0.639","0.776","1","hsa-miR-548h-5p","","","","","",""
"TRIM37","0.541","0.639","0.765","1","hsa-miR-548h-5p","","","","","",""
"TRIOBP","0.547","0.639","0.776","1","hsa-miR-6769b-5p","","","","","",""
"UBE2B","0.547","0.639","0.776","1","hsa-miR-4722-3p","","","","","",""
"ULK2","0.541","0.639","0.765","1","hsa-miR-6847-3p","","","","","",""
"ZFP30","0.547","0.639","0.776","1","hsa-miR-4722-3p","","","","","",""
"ZNF695","0.547","0.639","0.776","1","hsa-miR-7703","","","","","",""
"ZNF699","0.547","0.639","0.776","1","hsa-miR-7703","","","","","",""
"ZNF724","0.541","0.639","0.765","1","hsa-miR-548h-5p","","","","","",""
"ACTG1","0.552","0.640","0.786","1","hsa-miR-7854-3p","","","","","",""
"AGMAT","0.552","0.640","0.786","1","hsa-miR-7703","","","","","",""
"AURKA","0.552","0.640","0.786","1","hsa-miR-6829-3p","","","","","",""
"BBC3","0.552","0.640","0.786","1","hsa-miR-6769b-5p","","","","","",""
"BCL7A","0.552","0.640","0.786","1","hsa-miR-6769b-5p","","","","","",""
"CDC73","0.552","0.640","0.786","1","hsa-miR-371b-5p","","","","","",""
"CERS2","0.552","0.640","0.786","1","hsa-miR-1253","","","","","",""
"CLDN4","0.552","0.640","0.786","1","hsa-miR-4741","","","","","",""
"CLSPN","0.552","0.640","0.786","1","hsa-miR-371b-5p","","","","","",""
"CNNM3","0.552","0.640","0.786","1","hsa-miR-1229-3p","","","","","",""
"FAM3C","0.552","0.640","0.786","1","hsa-miR-548h-5p","","","","","",""
"HIST1H2BJ","0.552","0.640","0.786","1","hsa-miR-4722-3p","","","","","",""
"HYPK","0.552","0.640","0.786","1","hsa-miR-1229-3p","","","","","",""
"KIAA1328","0.552","0.640","0.786","1","hsa-miR-6769b-5p","","","","","",""
"NR6A1","0.552","0.640","0.786","1","hsa-miR-4524b-5p","","","","","",""
"PFN1","0.552","0.640","0.786","1","hsa-miR-134-3p","","","","","",""
"RBFOX2","0.552","0.640","0.786","1","hsa-miR-1253","","","","","",""
"SEPHS1","0.552","0.640","0.786","1","hsa-miR-7703","","","","","",""
"TRPS1","0.552","0.640","0.786","1","hsa-miR-371b-5p","","","","","",""
"TXK","0.552","0.640","0.786","1","hsa-miR-4722-3p","","","","","",""
"YARS","0.552","0.640","0.786","1","hsa-miR-6774-3p","","","","","",""
"ZDHHC21","0.552","0.640","0.786","1","hsa-miR-548h-5p","","","","","",""
"ACAP2","0.557","0.642","0.797","1","hsa-miR-7703","","","","","",""
"CFL2","0.557","0.642","0.797","1","hsa-miR-7854-3p","","","","","",""
"ESYT1","0.557","0.642","0.797","1","hsa-miR-548h-5p","","","","","",""
"FAM102B","0.557","0.642","0.797","1","hsa-miR-5585-3p","","","","","",""
"FAM118A","0.557","0.642","0.797","1","hsa-miR-4722-3p","","","","","",""
"FKBP1A","0.557","0.642","0.797","1","hsa-miR-4282","","","","","",""
"HIP1","0.557","0.642","0.797","1","hsa-miR-6829-3p","","","","","",""
"PRPF4","0.557","0.642","0.797","1","hsa-miR-6829-3p","","","","","",""
"RAC1","0.557","0.642","0.797","1","hsa-miR-5587-5p","","","","","",""
"SET","0.557","0.642","0.797","1","hsa-miR-4282","","","","","",""
"SLC35E3","0.557","0.642","0.797","1","hsa-miR-7151-5p","","","","","",""
"SRCIN1","0.557","0.642","0.797","1","hsa-miR-4749-5p","","","","","",""
"ZDHHC24","0.557","0.642","0.797","1","hsa-miR-7703","","","","","",""
"ZNF507","0.557","0.642","0.797","1","hsa-miR-4524b-5p","","","","","",""
"CD2AP","0.561","0.645","0.808","1","hsa-miR-4524b-5p","","","","","",""
"DICER1","0.561","0.645","0.808","1","hsa-miR-4282","","","","","",""
"GNPTAB","0.561","0.645","0.808","1","hsa-miR-371b-5p","","","","","",""
"HMGB1","0.559","0.645","0.921","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"HOXB6","0.561","0.645","0.808","1","hsa-miR-7854-3p","","","","","",""
"LAMC1","0.561","0.645","0.808","1","hsa-miR-371b-5p","","","","","",""
"LSAMP","0.561","0.645","0.808","1","hsa-miR-4722-3p","","","","","",""
"NARS","0.561","0.645","0.808","1","hsa-miR-6829-3p","","","","","",""
"PGAM5","0.561","0.645","0.808","1","hsa-miR-6722-3p","","","","","",""
"PPFIBP1","0.561","0.645","0.808","1","hsa-miR-371b-5p","","","","","",""
"RSBN1L","0.561","0.645","0.808","1","hsa-miR-371b-5p","","","","","",""
"UGCG","0.561","0.645","0.808","1","hsa-miR-660-5p","","","","","",""
"URM1","0.561","0.645","0.808","1","hsa-miR-1253","","","","","",""
"ZC3H7B","0.561","0.645","0.808","1","hsa-miR-6722-3p","","","","","",""
"ZNF516","0.561","0.645","0.808","1","hsa-miR-4749-5p","","","","","",""
"SLC7A5","0.563","0.647","0.962","3","hsa-miR-1227-5p","hsa-miR-4749-5p","hsa-miR-6829-3p","","","",""
"ASH1L","0.566","0.648","0.819","1","hsa-miR-4524b-5p","","","","","",""
"BAMBI","0.566","0.648","0.819","1","hsa-miR-371b-5p","","","","","",""
"EXOC8","0.566","0.648","0.819","1","hsa-miR-5585-3p","","","","","",""
"NRAS","0.566","0.648","0.819","1","hsa-miR-5585-3p","","","","","",""
"PHACTR4","0.566","0.648","0.819","1","hsa-miR-7854-3p","","","","","",""
"PMPCA","0.566","0.648","0.819","1","hsa-miR-6769b-5p","","","","","",""
"PSMB5","0.566","0.648","0.819","1","hsa-miR-1229-3p","","","","","",""
"TCF7L2","0.566","0.648","0.819","1","hsa-miR-371b-5p","","","","","",""
"TPRG1L","0.566","0.648","0.819","1","hsa-miR-6829-3p","","","","","",""
"ZDHHC20","0.566","0.648","0.819","1","hsa-miR-7854-3p","","","","","",""
"CD180","0.571","0.649","0.830","1","hsa-miR-7703","","","","","",""
"CHEK2","0.571","0.649","0.830","1","hsa-miR-548h-5p","","","","","",""
"CNNM4","0.571","0.649","0.830","1","hsa-miR-7703","","","","","",""
"COX19","0.571","0.649","0.830","1","hsa-miR-6802-3p","","","","","",""
"ERCC1","0.571","0.649","0.830","1","hsa-miR-371b-5p","","","","","",""
"FLCN","0.571","0.649","0.830","1","hsa-miR-7703","","","","","",""
"LMBR1L","0.571","0.649","0.830","1","hsa-miR-6829-3p","","","","","",""
"MINOS1-NBL1","0.571","0.649","0.830","1","hsa-miR-5591-5p","","","","","",""
"MTA3","0.571","0.649","0.830","1","hsa-miR-6829-3p","","","","","",""
"PRICKLE1","0.571","0.649","0.830","1","hsa-miR-6847-3p","","","","","",""
"PSAT1","0.571","0.649","0.830","1","hsa-miR-4524b-5p","","","","","",""
"SERPINH1","0.571","0.649","0.830","1","hsa-miR-6829-3p","","","","","",""
"SLC6A4","0.571","0.649","0.830","1","hsa-miR-3130-3p","","","","","",""
"ZFP91","0.571","0.649","0.830","1","hsa-miR-6722-3p","","","","","",""
"ZNF12","0.571","0.649","0.830","1","hsa-miR-1253","","","","","",""
"ZNF621","0.571","0.649","0.830","1","hsa-miR-5587-5p","","","","","",""
"ZNF747","0.571","0.649","0.830","1","hsa-miR-4722-3p","","","","","",""
"ZNF85","0.571","0.649","0.830","1","hsa-miR-1253","","","","","",""
"AQP6","0.576","0.651","0.840","1","hsa-miR-7703","","","","","",""
"BIRC5","0.576","0.651","0.840","1","hsa-miR-1229-3p","","","","","",""
"C10orf76","0.576","0.651","0.840","1","hsa-miR-6769b-5p","","","","","",""
"CDK2","0.576","0.651","0.840","1","hsa-miR-660-5p","","","","","",""
"COX18","0.576","0.651","0.840","1","hsa-miR-371b-5p","","","","","",""
"EIF4EBP2","0.576","0.651","0.840","1","hsa-miR-7703","","","","","",""
"HIF1AN","0.576","0.651","0.840","1","hsa-miR-371b-5p","","","","","",""
"IRAK4","0.576","0.651","0.840","1","hsa-miR-6722-3p","","","","","",""
"NACC1","0.574","0.651","0.977","3","hsa-miR-218-2-3p","hsa-miR-5591-5p","hsa-miR-6769b-5p","","","",""
"NHS","0.576","0.651","0.840","1","hsa-miR-548h-5p","","","","","",""
"PARP1","0.576","0.651","0.840","1","hsa-miR-1253","","","","","",""
"PDCD4","0.576","0.651","0.840","1","hsa-miR-4722-3p","","","","","",""
"QPCTL","0.576","0.651","0.840","1","hsa-miR-7703","","","","","",""
"SLC7A1","0.576","0.651","0.840","1","hsa-miR-4741","","","","","",""
"SYT7","0.576","0.651","0.840","1","hsa-miR-3130-3p","","","","","",""
"ARHGAP1","0.581","0.653","0.851","1","hsa-miR-1253","","","","","",""
"CAVIN1","0.581","0.653","0.851","1","hsa-miR-1229-3p","","","","","",""
"KCTD15","0.581","0.653","0.851","1","hsa-miR-1229-3p","","","","","",""
"KLF7","0.581","0.653","0.851","1","hsa-miR-548h-5p","","","","","",""
"MYOCD","0.581","0.653","0.851","1","hsa-miR-660-5p","","","","","",""
"NACC2","0.579","0.653","0.953","2","hsa-miR-548h-5p","hsa-miR-7854-3p","","","","",""
"PLXNA3","0.581","0.653","0.851","1","hsa-miR-7703","","","","","",""
"POLR1B","0.581","0.653","0.851","1","hsa-miR-548h-5p","","","","","",""
"RAN","0.581","0.653","0.851","1","hsa-miR-4282","","","","","",""
"SPATA5","0.581","0.653","0.851","1","hsa-miR-6769b-5p","","","","","",""
"TRMO","0.581","0.653","0.851","1","hsa-miR-7703","","","","","",""
"UNC5B","0.581","0.653","0.851","1","hsa-miR-6769b-5p","","","","","",""
"USF3","0.581","0.653","0.851","1","hsa-miR-371b-5p","","","","","",""
"WNT7B","0.581","0.653","0.851","1","hsa-miR-7854-3p","","","","","",""
"BAG4","0.585","0.656","0.862","1","hsa-miR-7151-5p","","","","","",""
"CBX2","0.585","0.656","0.862","1","hsa-miR-4524b-5p","","","","","",""
"CTDNEP1","0.585","0.656","0.862","1","hsa-miR-1229-3p","","","","","",""
"GRSF1","0.585","0.656","0.862","1","hsa-miR-412-3p","","","","","",""
"HSP90B1","0.585","0.656","0.862","1","hsa-miR-6722-3p","","","","","",""
"KDM5A","0.585","0.656","0.862","1","hsa-miR-548h-5p","","","","","",""
"NBL1","0.585","0.656","0.862","1","hsa-miR-5591-5p","","","","","",""
"NDRG1","0.585","0.656","0.862","1","hsa-miR-6722-3p","","","","","",""
"RDH10","0.585","0.656","0.862","1","hsa-miR-6847-3p","","","","","",""
"SF3A1","0.585","0.656","0.862","1","hsa-miR-7703","","","","","",""
"TSPAN14","0.585","0.656","0.862","1","hsa-miR-6829-3p","","","","","",""
"AS3MT","0.590","0.657","0.873","1","hsa-miR-4722-3p","","","","","",""
"CCNG1","0.590","0.657","0.873","1","hsa-miR-7703","","","","","",""
"CNOT6L","0.590","0.657","0.873","1","hsa-miR-5585-3p","","","","","",""
"E2F6","0.590","0.657","0.873","1","hsa-miR-5591-5p","","","","","",""
"FBXW2","0.590","0.657","0.873","1","hsa-miR-7703","","","","","",""
"GMEB1","0.590","0.657","0.873","1","hsa-miR-4722-3p","","","","","",""
"HACE1","0.590","0.657","0.873","1","hsa-miR-7703","","","","","",""
"MRRF","0.590","0.657","0.873","1","hsa-miR-5587-5p","","","","","",""
"OLR1","0.590","0.657","0.873","1","hsa-miR-371b-5p","","","","","",""
"RBPJ","0.590","0.657","0.873","1","hsa-miR-5585-3p","","","","","",""
"SCD","0.588","0.657","0.970","2","hsa-miR-1229-3p","hsa-miR-5591-5p","","","","",""
"TRIB1","0.590","0.657","0.873","1","hsa-miR-371b-5p","","","","","",""
"TSPAN6","0.590","0.657","0.873","1","hsa-miR-371b-5p","","","","","",""
"TUBD1","0.590","0.657","0.873","1","hsa-miR-6829-3p","","","","","",""
"ZNF284","0.590","0.657","0.873","1","hsa-miR-6847-3p","","","","","",""
"ZNF557","0.590","0.657","0.873","1","hsa-miR-449c-3p","","","","","",""
"AGO3","0.594","0.659","0.980","2","hsa-miR-6829-3p","hsa-miR-6847-3p","","","","",""
"ARPP19","0.597","0.659","0.986","2","hsa-miR-4524b-5p","hsa-miR-7854-3p","","","","",""
"ATXN1L","0.594","0.659","0.883","1","hsa-miR-7151-5p","","","","","",""
"BICD2","0.594","0.659","0.883","1","hsa-miR-5591-5p","","","","","",""
"CAND1","0.599","0.659","0.894","1","hsa-miR-1253","","","","","",""
"CCNT2","0.594","0.659","0.883","1","hsa-miR-4282","","","","","",""
"CPT1A","0.599","0.659","0.894","1","hsa-miR-6847-3p","","","","","",""
"DDIT4","0.594","0.659","0.883","1","hsa-miR-548h-5p","","","","","",""
"EFHD2","0.599","0.659","0.894","1","hsa-miR-4749-5p","","","","","",""
"EIF1AD","0.599","0.659","0.894","1","hsa-miR-7854-3p","","","","","",""
"FRS2","0.599","0.659","0.894","1","hsa-miR-218-2-3p","","","","","",""
"GATAD2B","0.599","0.659","0.894","1","hsa-miR-7151-5p","","","","","",""
"GTPBP2","0.594","0.659","0.883","1","hsa-miR-548h-5p","","","","","",""
"HEYL","0.599","0.659","0.894","1","hsa-miR-6722-3p","","","","","",""
"HOOK3","0.597","0.659","0.986","2","hsa-miR-371b-5p","hsa-miR-134-3p","","","","",""
"KCNN3","0.594","0.659","0.883","1","hsa-miR-7703","","","","","",""
"MAPK1","0.597","0.659","0.986","2","hsa-miR-6829-3p","hsa-miR-4741","","","","",""
