Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
POLDIP2,0.02409638554216864,0.158,0.647,0.356,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
PTPN1,0.02409638554216864,0.164,0.647,0.364,2,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,,
SERTAD3,0.02409638554216864,0.158,0.647,0.356,2,hsa-miR-4690-5p,hsa-miR-8059,,,,,,,,,
SLC7A2,0.02409638554216864,0.164,0.647,0.364,2,hsa-miR-1238-5p,hsa-miR-4758-5p,,,,,,,,,
SUB1,0.02409638554216864,0.164,0.647,0.364,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
VPS37C,0.02409638554216864,0.164,0.647,0.364,2,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,,
PACS1,0.02409638554216864,0.169,0.658,0.372,2,hsa-miR-320a,hsa-miR-1307-3p,,,,,,,,,
PDXK,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-4690-5p,hsa-miR-8073,,,,,,,,,
PAPOLA,0.02409638554216864,0.169,0.658,0.372,2,hsa-miR-320a,hsa-miR-4728-5p,,,,,,,,,
PDE7A,0.02409638554216864,0.169,0.658,0.372,2,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,,
RAB2B,0.02409638554216864,0.169,0.658,0.372,2,hsa-miR-1233-5p,hsa-miR-4728-5p,,,,,,,,,
ZKSCAN1,0.02409638554216864,0.169,0.658,0.372,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
ZMIZ1,0.02409638554216864,0.169,0.658,0.372,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
DISC1,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-4728-5p,hsa-miR-4706,,,,,,,,,
LONRF1,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
MARVELD1,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
NLK,0.02409638554216864,0.175,0.66,0.38,2,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,,
ZNF460,0.02409638554216864,0.986,0.986,2.9,2,hsa-miR-4728-5p,hsa-miR-1228-5p,,,,,,,,,
